0.000000000000000000e+00,3.029043023608242180e-01,9.466476502518261782e-01,6.109720670051332903e-01,5.586236323191218212e-01,2.888412874648553785e-01,6.380310677411464848e-01,6.535576575786476994e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.624782669790918677e-01,3.884078395554265706e-01,5.339123888926075034e-01,6.151311794940433897e-01,0.000000000000000000e+00,7.668595919472231959e-01,0.000000000000000000e+00,4.483229102586367976e-01,5.693409047904705034e-01,3.744216328758654955e-01,7.888428068992084929e-01,4.363368706937637009e-01
7.422279581839427154e-01,8.091136687230658930e-01,9.466476502518261782e-01,8.269856516772187138e-01,6.119108828408956757e-01,3.209347638498393218e-01,8.000468933594798715e-01,8.300736795810343960e-01,6.821357089647629435e-01,8.520523033731228768e-01,6.563978184136133320e-01,3.791212873018692808e-01,5.625889998661151026e-01,6.206339031819672059e-01,4.757067835167705927e-01,9.416356489534487562e-01,8.394539764135775517e-01,6.787988756459547579e-01,7.158037432934578614e-01,4.875914289131814128e-01,5.269258251334432153e-01,8.975814968778033087e-01,3.853744112384476783e-01,7.888428068992084929e-01,4.792368509189263159e-01
8.088404464518366144e-01,8.091136687230658930e-01,9.466476502518261782e-01,9.276629390169950362e-01,6.054914123120997971e-01,6.838233959830604114e-01,8.000468933594798715e-01,9.003816897686290899e-01,6.821357089647629435e-01,8.520523033731228768e-01,6.289190514546686428e-01,7.139676488668065257e-01,5.339307738946589277e-01,5.025099444871554688e-01,9.192482881295761521e-01,9.468060130852975487e-01,7.862021054123848884e-01,9.537107662329064039e-01,7.158037432934578614e-01,8.215258645754390798e-01,7.778091073879656037e-01,8.509209083059218193e-01,5.486534290260542956e-01,7.350884613689474545e-01,4.817525567638907269e-01
5.358856517095020866e-01,6.006646110623609092e-01,9.504063524536215946e-01,8.348836526534002545e-01,8.251243074170541147e-01,6.821222778825409838e-01,9.310856114835731612e-01,8.435625437245655167e-01,9.548644569224864487e-01,8.520523033731228768e-01,7.520236917560801926e-01,7.032008846006212455e-01,8.108934349029124355e-01,5.624388586574852189e-01,8.320759935479451475e-01,9.468060130852975487e-01,5.309374453499583479e-01,9.537107662329064039e-01,8.168924681739462290e-01,8.320970299588934527e-01,8.003402705467852485e-01,8.509209083059218193e-01,7.100309491791740868e-01,8.255315791355604116e-01,6.360489496096626283e-01
4.822970865385516892e-01,7.636709124406795279e-01,8.379084852925355875e-01,8.348836526534002545e-01,8.251243074170541147e-01,6.913093188144375789e-01,9.310834286239112467e-01,8.435625437245655167e-01,9.548644569224864487e-01,8.520523033731228768e-01,6.670599975370747892e-01,6.809530321035702771e-01,8.402582944800982556e-01,5.071835677321377966e-01,4.577549373861913851e-01,9.468060130852975487e-01,6.826338583070892252e-01,9.537107662329064039e-01,8.168924681739462290e-01,8.329872861485018154e-01,8.825900473426268045e-01,8.488304353688501669e-01,7.100309491791740868e-01,8.208653838698416472e-01,8.339150270204570559e-01
6.300088713518563477e-01,4.476684798886660377e-01,9.010582894570632329e-01,7.417625879453138005e-01,8.624830889533515732e-01,6.913093188144375789e-01,9.506291492424532308e-01,8.009407017396118489e-01,9.538929041500382455e-01,8.212522884469216633e-01,6.384844050756122158e-01,8.408348593224297396e-01,4.418942667120852041e-01,6.025587417236052401e-01,7.417470110165143016e-01,9.526667566342927884e-01,6.915296092700784492e-01,9.537107662329064039e-01,8.994680157725127856e-01,9.519854698840020113e-01,8.255703890531365108e-01,8.524672326031135228e-01,7.142716390481433919e-01,8.208653838698416472e-01,9.458333761627307767e-01
6.652279642900599255e-01,6.458548857276070754e-01,9.010582894570632329e-01,8.233089304602414504e-01,6.920965523988056312e-01,6.913093188144375789e-01,8.341240101112470384e-01,9.010582894570632329e-01,9.538929041500382455e-01,8.139333040130369845e-01,7.587764532666697592e-01,7.075711509235290686e-01,4.418942667120852041e-01,7.156822813495522517e-01,7.417470110165143016e-01,9.159546453001715660e-01,8.048127504482276429e-01,9.522054155995711699e-01,9.194525730635532135e-01,9.519854698840020113e-01,8.911712917437665249e-01,9.549342397899563961e-01,5.704085494365551678e-01,7.901387879272516734e-01,7.642663903678069692e-01
8.411054128998496360e-01,5.776751930503157828e-01,9.033890782490712201e-01,8.233089304602414504e-01,8.639519359865659442e-01,8.027865614998503929e-01,8.341240101112470384e-01,9.010582894570632329e-01,9.380098909907983451e-01,8.139333040130369845e-01,9.416527032222358207e-01,7.880467110217914684e-01,4.418942667120852041e-01,7.156822813495522517e-01,8.454381015946542677e-01,7.436161401735738030e-01,8.048127504482276429e-01,9.541271973933439510e-01,9.482038566374232369e-01,9.462952394414547719e-01,6.236995020564239933e-01,8.553567502605974315e-01,5.704085494365551678e-01,7.901387879272516734e-01,8.390037890102758356e-01
8.382402229075522904e-01,7.359511787260029081e-01,9.033890782490712201e-01,9.536150817670352442e-01,6.530840474869554768e-01,8.250797541977963334e-01,8.341240101112470384e-01,9.560143099765745500e-01,9.533282463799441775e-01,8.196142949098940145e-01,8.525855900534997645e-01,8.211972924430260834e-01,5.032783703555292476e-01,8.218726590118295983e-01,9.580001085053567733e-01,7.436161401735738030e-01,7.637751001920154437e-01,8.499311441990569094e-01,9.514176310926163449e-01,9.314112703338222055e-01,7.093950675522153748e-01,9.567057350626679835e-01,6.908625329463915499e-01,8.274638248959753639e-01,8.390037890102758356e-01
9.576708978628003521e-01,8.177235319177811323e-01,9.530462699768270651e-01,9.536150817670352442e-01,6.559013797700812276e-01,5.379064847835516305e-01,8.455667418633524557e-01,9.213203343179016125e-01,6.299554205553038466e-01,8.941246853562478947e-01,9.287825413653547635e-01,8.211972924430260834e-01,4.573508365190893099e-01,9.166007301836431864e-01,9.534681020691812003e-01,7.175820818257341305e-01,7.637751001920154437e-01,8.499311441990569094e-01,9.514176310926163449e-01,9.314112703338222055e-01,8.648829239565283267e-01,9.538249741663749059e-01,8.378873352944677944e-01,7.955911205003248776e-01,8.497748658256347731e-01
9.576708978628003521e-01,8.177235319177811323e-01,9.530462699768270651e-01,9.589768982412080200e-01,8.332062240831344946e-01,5.379064847835516305e-01,8.341240101112470384e-01,9.485385436196127618e-01,6.423293085250927348e-01,8.941246853562478947e-01,9.287825413653547635e-01,8.192106110092969296e-01,6.794940177463557607e-01,9.166007301836431864e-01,9.534681020691812003e-01,7.176291450964356056e-01,7.637751001920154437e-01,8.443990592707601994e-01,9.089158543348495600e-01,9.504035099745283821e-01,8.709826757853277313e-01,9.538249741663749059e-01,9.433664820933751471e-01,8.296018421263502418e-01,8.497748658256347731e-01
9.576708978628003521e-01,8.177235319177811323e-01,9.530462699768270651e-01,9.546177408751087556e-01,6.979068113299999876e-01,7.239035225800193318e-01,8.455667418633524557e-01,9.485385436196127618e-01,9.568247498917668015e-01,9.363093901282711906e-01,9.398201501318121931e-01,8.387929251718257984e-01,7.981352371284468061e-01,9.421390194713528121e-01,9.517795598609032348e-01,8.048307739949320805e-01,8.396018217358350855e-01,8.689275553152958631e-01,9.089158543348495600e-01,9.472269369900684355e-01,8.185012455557290068e-01,9.455067741531578696e-01,8.983232254177596632e-01,8.296018421263502418e-01,8.497748658256347731e-01
8.295267600776028427e-01,8.177235319177811323e-01,9.535080491516263468e-01,9.546177408751087556e-01,6.979068113299999876e-01,7.239035225800193318e-01,8.455667418633524557e-01,9.223964666068011908e-01,9.568247498917668015e-01,9.508119160156144334e-01,7.873576449909325259e-01,9.358053444246083874e-01,8.358941924197629270e-01,9.421390194713528121e-01,9.599493066278907971e-01,8.048307739949320805e-01,8.396018217358350855e-01,9.251883512711127633e-01,9.001603154963220277e-01,9.472269369900684355e-01,8.185012455557290068e-01,9.455067741531578696e-01,8.983232254177596632e-01,8.302094657647447473e-01,8.497748658256347731e-01
9.596885249628224202e-01,9.083894513953080230e-01,9.535080491516263468e-01,9.094682755045672140e-01,7.140915183730165428e-01,7.239035225800193318e-01,8.455667418633524557e-01,9.223964666068011908e-01,9.574329425141607786e-01,9.508119160156144334e-01,8.503473846576198314e-01,9.362406982963396018e-01,8.244806665445870708e-01,9.579358377813720349e-01,9.506159297683239862e-01,5.683501537615203159e-01,8.033823328146096898e-01,9.602074464555641065e-01,9.552830204639457534e-01,9.472269369900684355e-01,8.185012455557290068e-01,6.732808294587365738e-01,9.387070565592692262e-01,9.605518604769825997e-01,8.468092448055194454e-01
9.596885249628224202e-01,9.172673828092650083e-01,9.535080491516263468e-01,9.601327071667720148e-01,8.541614644274001522e-01,8.273183115200222204e-01,9.663619907009743937e-01,9.223964666068011908e-01,9.574329425141607786e-01,9.508119160156144334e-01,9.540071780742491736e-01,9.362406982963396018e-01,9.584408373195664188e-01,9.579358377813720349e-01,9.534371020545322484e-01,5.683501537615203159e-01,8.514093579871175876e-01,9.617127730604756453e-01,9.085196706157168123e-01,9.047097607663956431e-01,8.445628097250459376e-01,9.479837832496148531e-01,9.387070565592692262e-01,9.605518604769825997e-01,9.440255063909628319e-01
9.596885249628224202e-01,9.183409323842127714e-01,9.534820922198984361e-01,9.601327071667720148e-01,8.574536815334893314e-01,8.273183115200222204e-01,9.663619907009743937e-01,9.213116041076312435e-01,8.359358164577688211e-01,9.364042534447831745e-01,9.540071780742491736e-01,9.354708803833957642e-01,9.584408373195664188e-01,9.381671427001090358e-01,9.534371020545322484e-01,6.674454824525164476e-01,9.541897055255867954e-01,9.617127730604756453e-01,9.326041305694642292e-01,9.047097607663956431e-01,8.232290582310122229e-01,9.614557063407603854e-01,9.536653570649780143e-01,9.605518604769825997e-01,9.159829822916667474e-01
9.596885249628224202e-01,9.183409323842127714e-01,9.534820922198984361e-01,9.601327071667720148e-01,9.265102047285675990e-01,8.273183115200222204e-01,9.663619907009743937e-01,9.378299546798803954e-01,8.536728014310194235e-01,9.364042534447831745e-01,9.540071780742491736e-01,9.354708803833957642e-01,9.275407498626604408e-01,9.579358377813720349e-01,9.534371020545322484e-01,6.306206139829051427e-01,9.541897055255867954e-01,9.617127730604756453e-01,8.934003336161475683e-01,9.047097607663956431e-01,8.232290582310122229e-01,9.614557063407603854e-01,9.536653570649780143e-01,9.605518604769825997e-01,9.515321787669948073e-01
9.596885249628224202e-01,9.183409323842127714e-01,9.534820922198984361e-01,8.789244538336582480e-01,9.482060214235980000e-01,8.273183115200222204e-01,9.663619907009743937e-01,9.371406858248627625e-01,9.493514889747971530e-01,9.364042534447831745e-01,9.540071780742491736e-01,9.354708803833957642e-01,9.402674103690917828e-01,9.491713621039408189e-01,9.548765561607044372e-01,6.899254160206444997e-01,9.123274271803883950e-01,9.617127730604756453e-01,8.934003336161475683e-01,9.408567939232449495e-01,8.232290582310122229e-01,9.361875602003187913e-01,8.491626476173523841e-01,9.605518604769825997e-01,9.515321787669948073e-01
9.596885249628224202e-01,9.202137489002352178e-01,9.534820922198984361e-01,9.254622131337495450e-01,8.540326709537798822e-01,8.273183115200222204e-01,9.663619907009743937e-01,9.371406858248627625e-01,9.597691356832676046e-01,9.507927986018107624e-01,9.527349073417668013e-01,9.411790900552443606e-01,9.402674103690917828e-01,9.585614791124660305e-01,9.548765561607044372e-01,6.292911255361245404e-01,9.555680406749932354e-01,9.617127730604756453e-01,8.585628413857384622e-01,9.408567939232449495e-01,8.925551196425725031e-01,9.361875602003187913e-01,9.387070565592692262e-01,9.605518604769825997e-01,9.515321787669948073e-01
