5.293252110687870354e-03,7.210084066655092321e-03,4.283273199819122821e-03,4.491357244060459851e-03,4.271894056003099766e-03,5.184296752195710796e-03,9.044179935743523746e-03,4.399999999995319981e-03,4.199999999994894449e-03,4.841637872979761593e-03,4.112195343714692905e-03,4.049999999994943062e-03,6.853981093426757959e-03,4.949999999994821390e-03,3.896697397481231270e-03,4.384101503020310792e-03,4.307903421458403846e-03,7.206990832397131182e-03,4.566940575440360528e-03
3.058120804759945077e-02,2.833147020011233738e-02,2.964058658083021380e-02,2.366263310835256192e-02,2.259594703871982760e-02,2.765320313589738482e-02,4.489494727587611117e-02,2.001704089819615617e-02,1.780629048580641485e-02,2.447800077766691673e-02,2.147340641548264178e-02,2.144392156080264858e-02,4.039552482824891599e-02,2.102854021205706816e-02,2.562337256777208819e-02,3.142126127620921416e-02,2.352090705727770403e-02,2.835665829191588716e-02,2.457398979115830995e-02
7.956770659987473515e-02,6.696726869461236409e-02,8.165928223324531166e-02,8.233717009151457489e-02,6.545417795388266957e-02,7.928725285508538001e-02,1.278480820879702995e-01,4.208421277482277817e-02,5.124140682812746567e-02,7.235460390588921431e-02,7.043233288548141069e-02,6.173941467724242821e-02,1.061252296660189637e-01,5.342162446740932047e-02,8.271657197881850110e-02,8.834705968325169689e-02,7.831721179132637711e-02,6.949781728585753549e-02,9.019991180193112634e-02
1.685487673343651349e-01,1.320320987510200661e-01,1.578762679828025484e-01,1.755274936084995629e-01,1.330124145150648751e-01,1.736466445417506610e-01,2.311887771584872908e-01,8.918444737925602939e-02,1.237569193915092763e-01,1.805823052025418429e-01,1.626196946712928082e-01,1.462433815292694672e-01,1.815993217242584112e-01,1.163782263250209281e-01,1.459754778975314027e-01,1.929349767464446364e-01,1.944451752106541864e-01,1.458641957510765086e-01,2.067067903730185896e-01
2.657970600776793924e-01,2.164678784810930567e-01,2.346565976978107482e-01,2.627276966498778288e-01,2.017356804226581590e-01,2.379659622106438388e-01,2.697871295885300724e-01,1.796015443509335896e-01,2.310584611431034385e-01,2.916548593149076440e-01,2.858207649071975998e-01,2.353803721759312462e-01,2.112109355543665135e-01,2.035377010742867865e-01,2.429373403835183576e-01,2.611732579210706007e-01,2.515531102157079202e-01,2.483560874563434107e-01,2.789196908876921954e-01
2.871375522189099083e-01,2.563856622222385195e-01,2.095898279552434740e-01,2.916723055570653589e-01,2.396652517734357002e-01,2.985449405310249271e-01,3.121357054614008475e-01,2.488487484622398938e-01,2.889340315190664921e-01,3.533123452322878277e-01,3.212878195814407034e-01,2.739935269664908746e-01,2.513553671925397026e-01,2.791187662945598391e-01,2.773915250672783772e-01,3.112309476553386522e-01,2.759499257976880116e-01,2.965613050285468844e-01,2.965937590900905030e-01
2.956470407081215335e-01,2.686025571904547271e-01,2.282338634569356095e-01,3.159490663612907202e-01,2.574348317529035479e-01,3.039937550894788454e-01,3.249843862399687255e-01,2.432503132993751038e-01,2.678950821310818742e-01,3.602269557633628883e-01,3.786080863773452765e-01,2.998777667564557214e-01,2.594457452386292884e-01,3.089534792396677054e-01,2.919510302481158059e-01,3.710738763749026892e-01,2.626110821221632752e-01,3.382367633137360885e-01,3.405228743301976779e-01
3.320285219940543042e-01,2.893267036581358975e-01,2.318889853454396965e-01,3.200558611238725759e-01,2.732940893326872844e-01,3.341491439525576812e-01,3.605352651719246904e-01,2.586794252991144738e-01,3.183416193123810856e-01,3.737197083009277665e-01,3.893597812398523761e-01,2.552504939790908867e-01,2.719936049831628844e-01,3.238230772132752455e-01,3.338981895187325133e-01,3.873875696464612051e-01,2.871100927470891517e-01,3.096117879576620879e-01,3.473593678181559063e-01
3.618806896945783724e-01,3.540823286180262985e-01,2.708049600159517789e-01,3.226514094185334303e-01,2.832238493826441661e-01,3.575354261801378941e-01,4.062822933255563207e-01,2.961794743540169805e-01,2.946161227079031053e-01,3.697554287630577252e-01,4.078916468934106754e-01,2.876670563556580351e-01,2.953304399374551137e-01,3.605128606657980184e-01,3.412453735468948812e-01,3.794362422558671954e-01,2.910500817656714312e-01,3.130872093827578584e-01,3.773989103293802772e-01
4.129480563312789010e-01,3.504660477388816253e-01,2.864380129836130440e-01,3.588307240770904905e-01,2.859827235891956310e-01,4.007217361930950905e-01,4.286698268711198745e-01,3.250134850489269089e-01,3.062718860053931791e-01,4.063053722069311924e-01,4.457922178006140101e-01,2.983492364680088160e-01,3.268216094478736955e-01,4.082203832595882043e-01,3.465553207889601195e-01,3.814527861618314253e-01,3.437913274869367486e-01,3.245714194512945849e-01,3.406131365518238474e-01
4.246694561399046997e-01,3.715955007015929179e-01,2.935064700107932190e-01,3.797850901040278337e-01,3.025172324736038476e-01,3.659638788483994820e-01,4.006675903840127839e-01,3.743641833996497192e-01,3.320342351400117908e-01,4.856856922520562114e-01,4.821115475855912158e-01,3.615932891188278764e-01,3.124968419276606957e-01,3.848940020487197633e-01,3.762863920735718404e-01,3.814928323882714190e-01,3.774343279866991252e-01,3.678964362965991830e-01,3.823281485758324161e-01
4.390661348290802457e-01,3.841547026946423027e-01,2.976299210574010479e-01,3.989559977272337243e-01,2.876228523399190218e-01,3.526524644645813167e-01,3.987821526383227844e-01,3.997191021472483730e-01,3.544366111118836260e-01,5.072698066385060711e-01,5.005009507106381594e-01,3.577814733327913110e-01,3.319037656361088495e-01,3.869971929029151769e-01,4.023937589322770236e-01,3.901558346875557137e-01,4.077607420921623982e-01,3.102944613248831418e-01,3.986497154594659809e-01
4.202401732186454852e-01,4.066254657733130995e-01,3.150258480541823225e-01,4.175895796829217077e-01,2.872467627544372792e-01,4.021071521952525596e-01,3.969234332037762658e-01,4.454559193425953745e-01,3.811598456105735888e-01,5.323667350657080855e-01,5.077820723456546448e-01,3.956434147162535275e-01,3.615490515547973849e-01,3.325739278154395961e-01,3.930240994921910813e-01,3.906779325906442057e-01,4.262294361780514240e-01,3.150309452010667255e-01,4.211144443060971798e-01
4.373446437173473256e-01,3.453680566739680269e-01,3.309796582502982365e-01,3.847624177156436787e-01,3.364397415309314243e-01,3.932098784511445233e-01,3.881577847762016087e-01,4.416333844240018514e-01,3.710762385488457493e-01,4.921655645044176741e-01,5.153149464671186175e-01,3.865192485111264009e-01,4.072400400809564891e-01,3.734052461384622101e-01,3.684680586686936987e-01,3.598728115811657968e-01,4.488006468546748007e-01,2.981502992876151059e-01,4.247270938688866848e-01
4.229244110923665589e-01,3.304625719807528506e-01,3.046645099735284523e-01,4.403071462197443164e-01,3.275245403266842104e-01,3.489990138508267115e-01,4.086328724374634902e-01,3.769867392699527975e-01,3.371534990594935444e-01,4.837624926020471228e-01,4.717426865961918958e-01,4.011239611248573200e-01,4.381561619688765230e-01,3.399062824469747390e-01,4.146797026935501451e-01,3.351550572410620932e-01,4.793632880989812106e-01,2.971690279762083109e-01,4.101400625310960835e-01
4.118309597848148762e-01,3.403955642921230873e-01,3.045758871696859216e-01,4.160799830479510741e-01,3.285373272070394868e-01,3.483023562271226337e-01,4.124470740037807226e-01,4.040275364435946259e-01,3.471594180243124383e-01,4.457536977660722655e-01,4.545068568398061837e-01,4.350336805489860570e-01,4.389428666305303928e-01,3.601010681955168491e-01,4.222917333630198944e-01,3.299359082987196046e-01,4.695935802502014256e-01,3.284936876820929164e-01,4.791471421925699858e-01
4.202390714281618034e-01,3.162804670742517810e-01,2.980862617387146085e-01,4.304542318302950754e-01,3.241281748306518162e-01,3.339516945725407027e-01,4.100499435695421080e-01,3.517721496088344058e-01,3.534230643043420605e-01,4.810665241125828828e-01,4.469829479286782092e-01,4.314349444189076177e-01,4.579640386095202853e-01,3.764790610717436148e-01,4.806845103464181812e-01,3.634611946317338749e-01,4.928047417986826106e-01,3.056838126595543548e-01,4.912113850972341100e-01
5.046196137981189267e-01,3.273422170205558812e-01,3.175589186531314612e-01,4.387619415557387770e-01,3.550012150516456133e-01,3.646480095862423276e-01,4.115556287697309523e-01,3.366355412800717262e-01,3.814529761676945241e-01,4.638137801056010923e-01,4.813590514704740864e-01,4.016535729838084934e-01,5.025764969157098250e-01,3.865031068238812817e-01,5.150871143180568712e-01,3.773041086707285552e-01,5.595891916227258012e-01,3.065963098010472954e-01,4.781012702123256242e-01
4.453951735846601867e-01,3.165122783575671783e-01,3.400694819974949268e-01,4.111107934096239758e-01,2.876331553279335984e-01,3.429366594045528127e-01,4.227020458550141968e-01,3.154722053432573170e-01,3.504852331454192949e-01,4.679369628580906104e-01,4.903077957719542135e-01,3.818399387548510049e-01,5.026132890983127099e-01,4.086066458771209775e-01,5.511515582128765356e-01,3.684623720296433813e-01,5.299074630089999349e-01,3.181816498077536526e-01,5.421229150292259380e-01
4.630064021203704749e-01,3.501431506604893995e-01,3.013340579405475728e-01,4.530992016787948051e-01,2.964836116998263993e-01,3.396951419828964092e-01,4.158337389398450989e-01,3.456875978252590964e-01,3.431823912721445602e-01,4.404873882606376023e-01,5.146618093709671715e-01,3.721200566875902394e-01,4.830418673426086773e-01,4.355415891752371094e-01,5.333913621353407741e-01,3.453114565541823278e-01,5.527893658385710784e-01,3.053139689276982982e-01,5.114535085152622784e-01
4.561908838228100893e-01,3.609841431827809366e-01,3.296007515156249013e-01,4.799342139598924972e-01,3.100674819299927276e-01,3.040017994685897951e-01,4.006768434278577540e-01,3.706601943432217272e-01,3.079372797875734036e-01,4.319022853101667780e-01,5.192918501283683153e-01,3.859519591596085042e-01,4.655207591745891271e-01,4.305840529035073749e-01,5.283468218440587894e-01,3.804154246274121243e-01,5.647503204031188995e-01,2.604728989557414387e-01,5.073232927121060776e-01
4.662251361792302262e-01,3.795267305232306043e-01,3.669326625601017078e-01,4.587957682064113807e-01,3.373984743645452311e-01,3.118546127704057147e-01,4.489579649170379327e-01,3.835984902233822158e-01,3.160310106057476753e-01,4.374256485519742998e-01,5.535126051637301314e-01,3.381060365389934042e-01,4.480521549128817504e-01,4.697161566523725962e-01,5.415764629016540654e-01,4.610448379939228736e-01,5.550930158019545813e-01,3.214974385752765174e-01,5.026403276768383055e-01
4.309916846287811798e-01,3.140153693235893106e-01,3.864872625458650734e-01,4.696267108469571738e-01,3.189700712543441230e-01,3.282175304772265712e-01,4.648350194003570968e-01,3.528834969052628279e-01,3.469355686277936224e-01,4.817579493306066163e-01,5.694020844507935442e-01,3.451714032384065600e-01,4.670012636441949749e-01,5.019833538209491630e-01,5.598234596583567813e-01,4.885773668293789673e-01,5.784266131771699238e-01,3.180012470526876189e-01,4.775420540902777233e-01
4.548199919517730838e-01,3.174878252097107501e-01,4.026545599535933939e-01,4.780403897287550108e-01,3.949998333145934293e-01,3.167407954254953251e-01,4.643115926411722771e-01,4.008872986746929157e-01,3.602956298815042091e-01,4.879214587852943041e-01,5.407591672179481446e-01,3.650616437892416077e-01,5.109075041449667731e-01,4.591017860242341264e-01,5.246104876346946444e-01,5.231434062685138553e-01,5.996450833931133984e-01,3.341599923786154336e-01,4.917446949449200133e-01
4.480206078452654284e-01,3.268013452254370788e-01,4.188824601872657150e-01,4.565909749658190742e-01,4.354124519608584265e-01,3.123343472521317721e-01,4.538629843971996869e-01,3.809577485327371726e-01,3.509335651240359510e-01,5.242203041022911458e-01,5.810297929144871976e-01,3.513138439573872951e-01,5.303387035881690359e-01,4.375562093104802819e-01,5.540977738999157687e-01,5.202003239123557110e-01,5.887599691632482424e-01,3.064768151634624238e-01,5.443861457791767666e-01
4.756822779868876139e-01,3.568911281049429451e-01,3.721396523044028792e-01,4.949624753385463150e-01,4.581628536112408168e-01,3.565447083390393956e-01,5.023332952724901546e-01,3.655573528942285266e-01,3.324708787425388890e-01,5.931264809470268018e-01,5.487446414734062916e-01,3.683257987706453074e-01,5.471622741654429412e-01,4.242265157665641717e-01,5.723054489749405116e-01,5.017045728603840571e-01,5.517531999765070694e-01,2.848502132294608025e-01,4.691349741171133014e-01
