alignment	ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	best_phenotype	complexity	gen	generalization	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	precision	regens	runtime_error	simplicity	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search
0.987537119	0.616239985	87.604	9.64	87.402	58.604	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	581	0.960972485	0	363	20	506	334	36	4	12	7	0.87449674	0	0	1	0	6.425691843	291000	4334.244586	91694	68.49003436
0.987537119	0.634967967	87.926	9.696	87.812	58.926	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	584	0.960972485	0	462	20	653	433	36	4	12	7	0.87449674	0	0	1	0	8.77131772	292500	4358.186875	92065	68.52478632
0.987537119	0.631687552	92.28	9.844	94.64	63.28	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	587	0.960972485	0	491	20	714	462	36	4	12	7	0.87449674	0	0	1	0	5.217688084	294000	4373.346564	92448	68.55510204
0.987537119	0.611311299	90.496	9.926	91.71	61.496	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	590	0.960972485	0	500	20	714	471	36	4	12	7	0.87449674	0	0	1	0	9.632827044	295500	4395.510846	92836	68.58341794
0.987537119	0.653660608	85.876	9.44	84.616	56.876	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	593	0.960972485	0	492	20	706	463	36	4	12	7	0.87449674	0	0	1	0	8.864021301	297000	4417.590063	93189	68.62323232
0.987537119	0.604681086	91.098	9.874	92.768	62.098	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	596	0.960972485	0	491	20	704	462	36	4	12	7	0.87449674	0	0	1	0	5.452619553	298500	4442.702932	93564	68.65527638
0.987537119	0.610339977	91.854	10.074	93.932	62.854	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	599	0.960972485	0	483	20	700	454	36	4	12	7	0.87449674	0	0	1	0	7.045286894	300000	4467.406737	93931	68.68966667
0.987537119	0.632569592	89.858	9.82	90.946	60.858	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	602	0.960972485	0	457	20	655	428	36	4	12	7	0.87449674	0	0	1	0	7.950227499	301500	4488.55786	94283	68.72868988
0.987537119	0.608443188	95.134	10.176	98.846	66.134	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	605	0.960972485	0	466	20	654	437	36	4	12	7	0.87449674	0	0	1	0	7.761963367	303000	4506.918274	94668	68.75643564
0.987537119	0.614989004	91.366	9.88	93.162	62.366	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	608	0.960972485	0	449	20	641	420	36	4	12	7	0.87449674	0	0	1	0	4.184592247	304500	4525.822009	95013	68.79704433
0.987537119	0.594048214	89.812	10.04	90.782	60.812	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	611	0.960972485	0	457	20	656	428	36	4	12	7	0.87449674	0	0	1	0	12.54541111	306000	4551.497515	95415	68.81862745
0.987537119	0.599495469	92.36	10.138	94.604	63.36	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	614	0.960972485	0	478	20	672	449	36	4	12	7	0.87449674	0	0	1	0	13.69064045	307500	4577.585268	95792	68.84813008
0.987537119	0.606784748	88.6	9.796	88.976	59.6	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	617	0.960972485	0	488	20	701	459	36	4	12	7	0.87449674	0	0	1	0	11.99176311	309000	4609.221676	96144	68.88543689
0.987537119	0.612706747	94.45	9.91	97.878	65.45	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	620	0.960972485	0	496	20	720	467	36	4	12	7	0.87449674	0	0	1	0	8.052093744	310500	4632.433093	96514	68.91658615
0.987537119	0.61624991	92.458	10.032	94.888	63.458	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	623	0.960972485	0	494	20	708	465	36	4	12	7	0.87449674	0	0	1	0	9.741382122	312000	4651.603955	96899	68.94262821
0.987537119	0.60157282	93.476	10.126	96.464	64.476	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	626	0.960972485	0	491	20	704	462	38	5	14	9	0.87449674	0	0	1	0	7.466706276	313500	4672.328949	97309	68.96044657
0.987537119	0.635191791	90.4	9.836	91.69	61.4	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	629	0.960972485	0	488	20	698	459	43	6	24	14	0.87449674	0	0	1	0	8.350134611	315000	4691.528465	97695	68.98571429
0.987537119	0.638217972	90.704	10.052	92.154	61.704	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	632	0.960972485	0	484	20	689	455	36	4	12	7	0.87449674	0	0	1	0	4.709033012	316500	4711.586613	98079	69.01137441
0.987537119	0.595084976	92.868	10.152	95.486	63.868	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	635	0.960972485	0	487	20	713	458	36	4	12	7	0.87449674	0	0	1	0	4.046016932	318000	4728.68428	98451	69.04056604
0.987537119	0.613004319	85.836	9.718	84.71	56.836	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	638	0.960972485	0	427	20	591	398	36	4	12	7	0.87449674	0	0	1	0	6.050655365	319500	4747.97027	98810	69.07355243
0.987537119	0.577644443	98.162	10.452	103.502	69.162	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	641	0.960972485	0	480	20	682	451	36	4	12	7	0.87449674	0	0	1	0	7.257610559	321000	4773.506895	99201	69.09626168
0.987537119	0.614090334	87.996	9.76	88.134	58.996	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	644	0.960972485	0	469	20	676	440	36	4	12	7	0.87449674	0	0	1	0	6.217552185	322500	4792.632195	99547	69.13271318
0.987537119	0.604031885	94.93	10.042	98.564	65.93	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	647	0.960972485	0	476	20	678	447	36	4	12	7	0.87449674	0	0	1	0	5.195628881	324000	4812.36252	99927	69.15833333
0.987537119	0.577510438	95.22	10.006	99.1	66.22	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	650	0.960972485	0	461	20	650	432	36	4	12	7	0.87449674	0	0	1	0	9.444983244	325500	4839.80654	100314	69.18156682
0.987537119	0.592937177	89.422	9.734	90.128	60.422	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	653	0.960972485	0	482	20	677	453	36	4	12	7	0.87449674	0	0	1	0	6.324798107	327000	4856.956345	100680	69.21100917
0.987537119	0.61146303	90.01	9.892	91.006	61.01	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	656	0.960972485	0	490	20	696	461	36	4	12	7	0.87449674	0	0	1	0	6.004705429	328500	4878.416139	101056	69.23713851
0.987537119	0.599276142	91.834	9.972	93.946	62.834	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	659	0.960972485	0	451	20	654	422	36	4	12	7	0.87449674	0	0	1	0	6.040101051	330000	4897.326486	101426	69.26484848
0.987537119	0.634968981	94.058	10.096	97.144	65.058	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	662	0.960972485	0	467	20	681	438	36	4	12	7	0.87449674	0	0	1	0	6.694636822	331500	4914.625663	101799	69.29140271
0.987537119	0.606415798	90.846	9.876	92.272	61.846	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	665	0.960972485	0	500	20	715	471	36	4	12	7	0.87449674	0	0	1	0	4.757828474	333000	4931.175869	102178	69.31591592
0.987537119	0.620093191	91.444	10.028	93.394	62.444	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	668	0.960972485	0	394	20	563	365	36	4	12	7	0.87449674	0	0	1	0	4.830079079	334500	4948.975908	102556	69.34050822
0.987537119	0.623520711	96.56	10.094	101.126	67.56	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	671	0.960972485	0	500	20	726	471	36	4	12	7	0.87449674	0	0	1	0	4.929589033	336000	4962.730757	102922	69.36845238
0.987537119	0.609802675	92.832	9.85	95.49	63.832	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	674	0.960972485	0	474	20	689	445	36	4	12	7	0.87449674	0	0	1	0	4.482094049	337500	4980.820071	103312	69.38903704
0.987537119	0.620504918	88.446	9.788	88.646	59.446	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	677	0.960972485	0	459	20	648	430	36	4	12	7	0.87449674	0	0	1	0	7.192059517	339000	4995.093157	103693	69.4120944
0.987537119	0.575582129	97.506	10.278	102.592	68.506	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	680	0.960972485	0	452	20	641	423	36	4	12	7	0.87449674	0	0	1	0	4.384269238	340500	5010.669739	104071	69.43582966
0.987537119	0.611789911	91.118	9.842	92.8	62.118	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	683	0.960972485	0	436	20	620	407	36	4	12	7	0.87449674	0	0	1	0	8.382677317	342000	5031.368712	104418	69.46842105
0.987537119	0.61456023	90.216	9.956	91.482	61.216	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	686	0.960972485	0	492	20	704	463	36	4	12	7	0.87449674	0	0	1	0	5.534621716	343500	5051.534938	104798	69.49112082
0.987537119	0.607673528	92.972	10.006	95.606	63.972	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	689	0.960972485	0	477	20	683	448	38	5	14	9	0.87449674	0	0	1	0	5.261365652	345000	5067.386125	105191	69.50985507
0.987537119	0.612164293	92.512	10.086	94.896	63.512	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	692	0.960972485	0	500	20	709	471	36	4	12	7	0.87449674	0	0	1	0	6.673314095	346500	5087.593868	105534	69.54285714
0.987537119	0.635347606	94.816	9.854	98.31	65.816	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	695	0.960972485	0	494	20	711	465	36	4	12	7	0.87449674	0	0	1	0	5.190062284	348000	5108.915872	105899	69.56925287
0.987537119	0.627588438	89.714	9.802	90.714	60.714	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	698	0.960972485	0	447	20	633	418	36	4	12	7	0.87449674	0	0	1	0	11.26485467	349500	5138.436029	106284	69.58969957
0.987537119	0.635140531	91.908	9.868	93.868	62.908	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	701	0.960972485	0	451	20	644	422	36	4	12	7	0.87449674	0	0	1	0	8.22971344	351000	5165.065607	106630	69.62108262
0.987537119	0.596060398	87.406	9.806	87.144	58.406	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	704	0.960972485	0	367	20	511	338	36	4	12	7	0.87449674	0	0	1	0	7.704248905	352500	5197.031053	106993	69.64737589
0.987537119	0.635830961	92.764	9.792	95.144	63.764	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	707	0.960972485	0	497	20	721	468	36	4	12	7	0.87449674	0	0	1	0	6.443508148	354000	5223.315443	107338	69.67853107
0.987537119	0.612956895	92.3	9.95	94.692	63.3	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	710	0.960972485	0	491	20	708	462	36	4	12	7	0.87449674	0	0	1	0	7.159997463	355500	5246.642137	107720	69.69901547
0.987537119	0.602827555	89.97	9.758	91.01	60.97	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	713	0.960972485	0	481	20	700	452	36	4	12	7	0.87449674	0	0	1	0	11.07718396	357000	5277.11084	108060	69.73109244
0.987537119	0.619786367	91.76	9.854	93.616	62.76	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	716	0.960972485	0	486	20	690	457	44	6	25	15	0.87449674	0	0	1	0	5.89484787	358500	5303.858463	108406	69.76122734
0.987537119	0.598623701	92.676	9.99	95.14	63.676	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	719	0.960972485	0	498	20	715	469	36	4	12	7	0.87449674	0	0	1	0	8.765448332	360000	5324.505824	108770	69.78611111
0.987537119	0.618494345	93.354	10.276	96.352	64.354	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	722	0.960972485	0	467	20	671	438	36	4	12	7	0.87449674	0	0	1	0	14.99917412	361500	5362.03298	109173	69.8
0.987537119	0.579767176	89.346	9.952	89.964	60.346	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	725	0.960972485	0	426	20	598	397	36	4	12	7	0.87449674	0	0	1	0	9.882219553	363000	5390.765629	109533	69.82561983
0.987537119	0.655716752	87.358	9.484	87.056	58.358	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	728	0.960972485	0	477	20	679	448	36	4	12	7	0.87449674	0	0	1	0	6.888074636	364500	5415.788799	109886	69.85294925
0.987537119	0.597269446	91.498	9.96	93.406	62.498	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	731	0.960972485	0	426	20	605	397	36	4	12	7	0.87449674	0	0	1	0	4.743965864	366000	5435.945511	110237	69.88060109
0.987537119	0.584939202	92.086	9.94	94.256	63.086	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	734	0.960972485	0	472	20	679	443	36	4	12	7	0.87449674	0	0	1	0	11.85434508	367500	5460.531846	110577	69.91102041
0.987537119	0.627559788	93.824	10.03	96.908	64.824	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	737	0.960972485	0	487	20	695	458	39	5	16	10	0.87449674	0	0	1	0	8.843114376	369000	5491.452276	110951	69.93197832
0.987537119	0.604114814	91.46	10.038	93.226	62.46	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	740	0.960972485	0	482	20	690	453	36	4	12	7	0.87449674	0	0	1	0	9.308884621	370500	5513.039337	111354	69.94493927
0.987537119	0.621880336	90.1	9.888	91.388	61.1	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	743	0.960972485	0	467	20	662	438	36	4	12	7	0.87449674	0	0	1	0	12.18548942	372000	5535.895586	111739	69.96263441
0.987537119	0.613633992	90.698	9.832	92.142	61.698	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	746	0.960972485	0	496	20	707	467	36	4	12	7	0.87449674	0	0	1	0	10.51706076	373500	5561.836448	112113	69.98313253
0.987537119	0.597360216	90.982	9.936	92.416	61.982	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	749	0.960972485	0	485	20	697	456	36	4	12	7	0.87449674	0	0	1	0	8.886544704	375000	5584.26365	112455	70.012
0.987537119	0.595152081	88.548	9.78	88.912	59.548	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	752	0.960972485	0	472	20	673	443	36	4	12	7	0.87449674	0	0	1	0	5.139803648	376500	5607.681064	112809	70.0374502
0.987537119	0.631738083	91.472	9.834	93.306	62.472	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	755	0.960972485	0	494	20	719	465	36	4	12	7	0.87449674	0	0	1	0	5.980415106	378000	5627.276955	113162	70.06296296
0.987537119	0.629119294	86.83	9.682	86.256	57.83	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	758	0.960972485	0	428	20	607	399	36	4	12	7	0.87449674	0	0	1	0	8.703557253	379500	5655.308385	113514	70.08853755
0.987537119	0.620969806	87.918	9.754	87.894	58.918	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	761	0.960972485	0	409	20	576	380	36	4	12	7	0.87449674	0	0	1	0	7.283758879	381000	5673.74042	113849	70.1183727
0.987537119	0.604372368	92.606	9.972	94.956	63.606	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	764	0.960972485	0	466	20	656	437	36	4	12	7	0.87449674	0	0	1	0	8.165504694	382500	5699.407161	114211	70.14091503
0.987537119	0.640881151	93.818	10.204	96.858	64.818	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	767	0.960972485	0	455	20	646	426	43	6	24	14	0.87449674	0	0	1	0	10.87673116	384000	5734.729171	114588	70.159375
0.987537119	0.614314105	89.156	9.796	89.776	60.156	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	770	0.960972485	0	449	20	648	420	36	4	12	7	0.87449674	0	0	1	0	13.03767776	385500	5768.120532	114964	70.17795071
0.987537119	0.598259486	91.906	9.89	93.916	62.906	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	773	0.960972485	0	456	20	657	427	36	4	12	7	0.87449674	0	0	1	0	10.79518795	387000	5800.444439	115317	70.20232558
0.987537119	0.615529673	91.99	9.958	94.196	62.99	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	776	0.960972485	0	486	20	695	457	36	4	12	7	0.87449674	0	0	1	0	6.744879007	388500	5827.085917	115665	70.22779923
0.987537119	0.638287611	86.87	9.75	86.32	57.87	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	779	0.960972485	0	393	20	558	364	36	4	12	7	0.87449674	0	0	1	0	8.782568932	390000	5850.734792	116018	70.25179487
0.987537119	0.611044766	89.238	9.822	89.918	60.238	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	782	0.960972485	0	467	20	679	438	36	4	12	7	0.87449674	0	0	1	0	6.612793684	391500	5879.373202	116364	70.27739464
0.987537119	0.614570997	93.276	10.018	96.112	64.276	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	785	0.960972485	0	496	20	710	467	36	4	12	7	0.87449674	0	0	1	0	8.299934387	393000	5903.141016	116733	70.29694656
0.987537119	0.619854832	92.182	9.946	94.556	63.182	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	788	0.960972485	0	439	20	623	410	36	4	12	7	0.87449674	0	0	1	0	5.855648518	394500	5923.169913	117089	70.31964512
0.987537119	0.633662264	92.814	9.944	95.212	63.814	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	791	0.960972485	0	480	20	690	451	36	4	12	7	0.87449674	0	0	1	0	8.159916639	396000	5950.200404	117437	70.34419192
0.987537119	0.649458108	88.312	9.678	88.39	59.312	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	794	0.960972485	0	486	20	692	457	36	4	12	7	0.87449674	0	0	1	0	7.381040335	397500	5976.700871	117793	70.36654088
0.987537119	0.62338197	93.638	9.922	96.67	64.638	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	797	0.960972485	0	474	20	678	445	36	4	12	7	0.87449674	0	0	1	0	7.510406017	399000	6002.940244	118144	70.38997494
0.987537119	0.58873814	95.088	10.18	99.006	66.088	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	800	0.960972485	0	497	20	718	468	36	4	12	7	0.87449674	0	0	1	0	9.288057327	400500	6025.168943	118520	70.40699126
0.987537119	0.591434678	95.922	10.222	100.252	66.922	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	803	0.960972485	0	450	20	637	421	36	4	12	7	0.87449674	0	0	1	0	7.129283428	402000	6046.470026	118906	70.42139303
0.987537119	0.625033682	90.178	9.788	91.414	61.178	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	806	0.960972485	0	407	20	577	378	36	4	12	7	0.87449674	0	0	1	0	5.570989847	403500	6071.999915	119253	70.44535316
0.987537119	0.589477717	93.894	10.106	97.01	64.894	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	809	0.960972485	0	467	20	673	438	36	4	12	7	0.87449674	0	0	1	0	9.473533869	405000	6096.273322	119637	70.46
0.987537119	0.615846029	89.972	9.742	91.146	60.972	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	812	0.960972485	0	482	20	695	453	36	4	12	7	0.87449674	0	0	1	0	5.042113066	406500	6120.376249	119999	70.4799508
0.987537119	0.607224531	93.232	9.914	96.086	64.232	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	815	0.960972485	0	472	20	685	443	36	4	12	7	0.87449674	0	0	1	0	8.692893028	408000	6146.173418	120387	70.49338235
0.987537119	0.61055728	91.096	9.922	92.694	62.096	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	818	0.960972485	0	465	20	657	436	36	4	12	7	0.87449674	0	0	1	0	14.05606103	409500	6181.91075	120743	70.51452991
0.987537119	0.636101405	91.772	9.862	93.706	62.772	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	821	0.960972485	0	433	20	603	404	36	4	12	7	0.87449674	0	0	1	0	3.715929747	411000	6200.218742	121087	70.53844282
0.987537119	0.626229988	92.5	9.788	94.88	63.5	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	824	0.960972485	0	485	20	695	456	36	4	12	7	0.87449674	0	0	1	0	5.416519403	412500	6216.310847	121427	70.56315152
0.987537119	0.626721531	88.666	9.808	89.108	59.666	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	827	0.960972485	0	478	20	684	449	36	4	12	7	0.87449674	0	0	1	0	6.840937614	414000	6241.110051	121802	70.57922705
0.987537119	0.597841037	97.192	10.404	102.126	68.192	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	830	0.960972485	0	490	20	709	461	36	4	12	7	0.87449674	0	0	1	0	4.82888937	415500	6257.412465	122171	70.59663057
0.987537119	0.605307082	89.574	9.91	90.386	60.574	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	833	0.960972485	0	465	20	674	436	36	4	12	7	0.87449674	0	0	1	0	6.465680361	417000	6273.407754	122520	70.61870504
0.987537119	0.62876835	92.89	9.95	95.352	63.89	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	836	0.960972485	0	500	20	713	471	36	4	12	7	0.87449674	0	0	1	0	9.381697655	418500	6300.759722	122874	70.63942652
0.987537119	0.626450575	89.814	9.642	90.722	60.814	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	839	0.960972485	0	495	20	712	466	36	4	12	7	0.87449674	0	0	1	0	8.127924204	420000	6324.154709	123205	70.66547619
0.987537119	0.622588389	88.13	9.72	88.204	59.13	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	842	0.960972485	0	459	20	642	430	36	4	12	7	0.87449674	0	0	1	0	4.525928497	421500	6348.151088	123568	70.68374852
0.987537119	0.610570766	90.468	9.884	91.708	61.468	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	845	0.960972485	0	441	20	619	412	36	4	12	7	0.87449674	0	0	1	0	8.529258251	423000	6374.332469	123921	70.70425532
0.987537119	0.596624313	93.882	10.19	96.906	64.882	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	848	0.960972485	0	470	20	681	441	36	4	12	7	0.87449674	0	0	1	0	6.730774641	424500	6395.236535	124308	70.71660777
0.987537119	0.601647001	94.616	10.2	98.356	65.616	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	851	0.960972485	0	488	20	702	459	36	4	12	7	0.87449674	0	0	1	0	5.125855923	426000	6413.654258	124698	70.72816901
0.987537119	0.61308489	91.136	9.872	92.73	62.136	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	854	0.960972485	0	496	20	714	467	36	4	12	7	0.87449674	0	0	1	0	7.110620737	427500	6440.185447	125052	70.74807018
0.987537119	0.607360789	92.27	9.88	94.606	63.27	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	857	0.960972485	0	496	20	713	467	38	5	14	9	0.87449674	0	0	1	0	10.56552315	429000	6465.245137	125379	70.77412587
0.987537119	0.621074394	90.112	9.854	91.248	61.112	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	860	0.960972485	0	450	20	648	421	36	4	12	7	0.87449674	0	0	1	0	4.989138126	430500	6484.824707	125733	70.79372822
0.987537119	0.576711683	96.264	10.348	100.558	67.264	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	863	0.960972485	0	487	20	689	458	36	4	12	7	0.87449674	0	0	1	0	6.831908941	432000	6505.815786	126113	70.80717593
0.987537119	0.619239358	88.722	9.698	89.078	59.722	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	866	0.960972485	0	471	20	665	442	36	4	12	7	0.87449674	0	0	1	0	8.014872313	433500	6526.810975	126463	70.82745098
0.987537119	0.611121845	91.692	9.942	93.574	62.692	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	869	0.960972485	0	480	20	682	451	36	4	12	7	0.87449674	0	0	1	0	2.616758585	435000	6541.59907	126832	70.84321839
0.987537119	0.611209785	90.65	9.976	92.122	61.65	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	872	0.960972485	0	465	20	667	436	38	5	14	9	0.87449674	0	0	1	0	4.321903706	436500	6558.559969	127201	70.85887743
0.987537119	0.609250041	91.714	10.042	93.786	62.714	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	875	0.960972485	0	468	20	669	439	36	4	12	7	0.87449674	0	0	1	0	4.966932535	438000	6574.005254	127526	70.88447489
0.987537119	0.615269391	91.634	9.892	93.494	62.634	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	878	0.960972485	0	473	20	669	444	36	4	12	7	0.87449674	0	0	1	0	5.121293783	439500	6596.639461	127898	70.89920364
0.987537119	0.604635894	91.902	9.958	93.908	62.902	0.971665816	{a}opt({b}{d}{c})lo1({f}{e})xor({g}{h})	0.987708826	881	0.960972485	0	455	20	653	426	36	4	12	7	0.87449674	0	0	1	0	8.642091513	441000	6618.193233	128253	70.91768707
