5.161065102499999835e-01,3.526634513636681678e-01,4.031980422486043936e-01,5.292982666679157955e-01,4.739991227025539544e-01,5.391300736903887891e-01,3.692982819862443700e-01,4.721709163610007254e-01,3.792884066992189274e-01,5.717372790245531800e-01,4.053287728306146920e-01,0.000000000000000000e+00,4.853749886604656893e-01,4.288046523828564771e-01,4.215128179939949815e-01,3.966376967783969421e-01,5.058502856834559136e-01,4.170648519057293946e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.017944803363707518e-01,0.000000000000000000e+00,5.276730845713817342e-01,4.285387305630821153e-01,5.370623528758747822e-01,3.570634057937933648e-01,5.917076442797727376e-01,4.231635538506917094e-01,5.075740614153499974e-01
5.904378513750000446e-01,4.314400090024015366e-01,5.537819620469424109e-01,5.408835067721842194e-01,5.353800110002474577e-01,5.392976114554193234e-01,5.141129279749411252e-01,4.945128237837891350e-01,5.104827457234414334e-01,5.539743647983953467e-01,5.574478232931678878e-01,5.366460204909435650e-01,5.136513126296544662e-01,5.022278249527923899e-01,5.636849972441216883e-01,5.658914434428039542e-01,5.507285912084425306e-01,4.540900025559049258e-01,5.793094879088501736e-01,4.030068546955524189e-01,4.762456402859447935e-01,5.282579282926900266e-01,4.947985256749711236e-01,5.373509701389201920e-01,5.397623764194744433e-01,5.674860946387056959e-01,5.019560551715689378e-01,5.917076442797727376e-01,5.592933539203041038e-01,5.088587728688861445e-01
5.904378513750000446e-01,5.074400549159436835e-01,5.544392621365172857e-01,5.408835067721842194e-01,5.353800110002474577e-01,5.788853523238706167e-01,5.258338525950859710e-01,5.281995804335752887e-01,5.239321806919199354e-01,5.539743647983953467e-01,5.715689463429949324e-01,5.366460204909435650e-01,5.837964553276313584e-01,5.264769988085485908e-01,5.636849972441216883e-01,5.534309601210684049e-01,5.507285912084425306e-01,5.526490509476434942e-01,5.793094879088501736e-01,4.273738177343657796e-01,5.126689701605078309e-01,5.282579282926900266e-01,5.285342898743903284e-01,5.343922390621802521e-01,6.113926982719513070e-01,6.090813956705055654e-01,5.499524680769201090e-01,5.917076442797727376e-01,6.050584191563428416e-01,5.986747038584482317e-01
6.322362264999999981e-01,5.636675515277238535e-01,5.732365121838511879e-01,5.914520101807415609e-01,5.658243831074676322e-01,8.102636187523925004e-01,5.617866479866725493e-01,7.383080236380695771e-01,5.915277377829684102e-01,6.105269488852433923e-01,5.834171536833370197e-01,6.137077956422063441e-01,5.747052256996628694e-01,8.650752937504068152e-01,5.671257453835161222e-01,5.534309601210684049e-01,5.624245548142495776e-01,5.526490509476434942e-01,5.809855592575283723e-01,5.206023329548704615e-01,5.929925262984465650e-01,5.500784196066969001e-01,5.859942320563241713e-01,5.683580342656482376e-01,6.113926982719513070e-01,6.228629447691349519e-01,5.499524680769201090e-01,5.917076442797727376e-01,6.050584191563428416e-01,5.986747038584482317e-01
6.322362264999999981e-01,5.636675515277238535e-01,5.732365121838511879e-01,6.061569485784189526e-01,8.109751864506181684e-01,8.102636187523925004e-01,5.857048182127717606e-01,7.383080236380695771e-01,6.039924608131024275e-01,7.906561272713584776e-01,6.143848089817149916e-01,6.317581373904831432e-01,6.123740728445762338e-01,8.650752937504068152e-01,5.808085914809824057e-01,5.936997286020101461e-01,5.728610847209184564e-01,5.780167829206083185e-01,5.969622295506374909e-01,5.418993891604184654e-01,5.929925262984465650e-01,7.749316482817028007e-01,5.859942320563241713e-01,5.683580342656482376e-01,6.113926982719513070e-01,6.223760260371762332e-01,6.014089801110032996e-01,6.137955753815174109e-01,6.272719339662085059e-01,5.986747038584482317e-01
8.459993678749999635e-01,6.138357507938418944e-01,5.862904635381632756e-01,6.061569485784189526e-01,8.117948835536472618e-01,8.120601165287312240e-01,5.979744229142445189e-01,7.836173830293073905e-01,6.532581304544287093e-01,8.290469157337897466e-01,6.073222046063249113e-01,8.681481908298815942e-01,7.962773302913341844e-01,8.751869212544273191e-01,6.018588368173979353e-01,5.936997286020101461e-01,5.774803100288790070e-01,5.739089393826501961e-01,6.123141224245406411e-01,5.418993891604184654e-01,6.166099601305861100e-01,7.898451195107678569e-01,5.859942320563241713e-01,5.956523131643867153e-01,6.113926982719513070e-01,6.223760260371762332e-01,6.014089801110032996e-01,6.137955753815174109e-01,6.272719339662085059e-01,5.986747038584482317e-01
8.497744418750000639e-01,6.286415339496246313e-01,5.862904635381632756e-01,6.061569485784189526e-01,8.241616022395233943e-01,8.374996251273044701e-01,5.979744229142445189e-01,7.836173830293073905e-01,6.532581304544287093e-01,8.549794112113606737e-01,6.073222046063249113e-01,8.671412155943762912e-01,8.027280602009158050e-01,8.875194142431332978e-01,6.018588368173979353e-01,6.061048414235747916e-01,5.840710455077113838e-01,6.080118178348142832e-01,8.392607337447554050e-01,5.561725510948145601e-01,8.317994749169494995e-01,8.110203761688308255e-01,6.224871668174379868e-01,5.917639430319634464e-01,6.401451515988415553e-01,8.767972274813415900e-01,8.924359494369087376e-01,6.199452166964461997e-01,8.422152802415528994e-01,7.987037159510785855e-01
8.740098168750001228e-01,6.368487312891264462e-01,5.862904635381632756e-01,6.061569485784189526e-01,8.333197332744123331e-01,8.438408647000883445e-01,6.219737381952253896e-01,7.955727922789486151e-01,8.490963348202624772e-01,8.549794112113606737e-01,6.249087938669513065e-01,8.908428638184030524e-01,8.289101501486078050e-01,9.225558735029654178e-01,6.018588368173979353e-01,6.061048414235747916e-01,5.925306078248299135e-01,6.326923775330783872e-01,8.428768349964470552e-01,5.829334976009746816e-01,8.664692174012326165e-01,8.290812064364990741e-01,6.224871668174379868e-01,6.130295232192382038e-01,8.450197660295588609e-01,8.767972274813415900e-01,8.924359494369087376e-01,6.408387194810856169e-01,8.422152802415528994e-01,8.399586680316456500e-01
9.007045698750000273e-01,8.389840436840273474e-01,8.732611027988523844e-01,6.061569485784189526e-01,8.479507500392821084e-01,8.553761063754414806e-01,8.415047950378775621e-01,8.231204933876586916e-01,8.856276534528868538e-01,8.798059575699377355e-01,7.868749062768614078e-01,9.054538766027644403e-01,8.289101501486078050e-01,9.225558735029654178e-01,8.687425254970976285e-01,6.227710062817527481e-01,5.992030550178489845e-01,6.346017455887124070e-01,8.558131051772189801e-01,5.926226180421942935e-01,8.773311796592643264e-01,8.363622036954960759e-01,6.537320458562649872e-01,6.130295232192382038e-01,8.450197660295588609e-01,8.861326077903843856e-01,8.924359494369087376e-01,8.810808389520781159e-01,8.422152802415528994e-01,8.660945695868985661e-01
9.007045698750000273e-01,8.496747500400132491e-01,8.732611027988523844e-01,6.067490017430029470e-01,8.479507500392821084e-01,8.746301906880009636e-01,8.415047950378775621e-01,8.262415917273786548e-01,8.857734928803684404e-01,8.925268020663965629e-01,8.561466068157690401e-01,9.054538766027644403e-01,8.673834384886692783e-01,9.225558735029654178e-01,8.687425254970976285e-01,6.227710062817527481e-01,7.895638959067752261e-01,6.535052846720701414e-01,8.885079377247905308e-01,5.926226180421942935e-01,8.773311796592643264e-01,8.772649665056895252e-01,6.537320458562649872e-01,6.343230704695417277e-01,8.618017648049911550e-01,8.900202761461475376e-01,8.985456285973579815e-01,8.995858468211344050e-01,8.969802798656154597e-01,8.634129894281385997e-01
