0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.017797429984135693e-01,0.000000000000000000e+00,7.802453753539424497e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.157196433017110948e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.972021020145474202e-01,9.017797429984135693e-01,0.000000000000000000e+00,7.802453753539424497e-01,0.000000000000000000e+00,8.467664259051785880e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.157196433017110948e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.087463949872486735e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.587711550000000083e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.972021020145474202e-01,9.085602964160698347e-01,0.000000000000000000e+00,8.735804647362989117e-01,0.000000000000000000e+00,8.612748753939372115e-01,0.000000000000000000e+00,9.654893846056296081e-01,8.943171878789270002e-01,8.800837844928106612e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.220706914434900980e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.095095290000000610e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.304616952764039883e-01,9.069550628669079684e-01,0.000000000000000000e+00,8.735804647362989117e-01,0.000000000000000000e+00,9.304616952764039883e-01,0.000000000000000000e+00,9.152411267590527810e-01,8.978589119870574731e-01,8.800841627968136738e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.972021020145474202e-01,0.000000000000000000e+00,8.421290578680935557e-01,7.726760902202904902e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.410360288810285523e-01,9.488411337886624164e-01,0.000000000000000000e+00,8.120859276572697238e-01,9.196413921270402136e-01
8.226183740000000411e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.972021020145474202e-01,8.822311967174391034e-01,0.000000000000000000e+00,8.760003675824572511e-01,8.796053479840127975e-01,9.304616952764039883e-01,0.000000000000000000e+00,9.614997135382722382e-01,8.955558559271631358e-01,8.990398557300497417e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.250831838185912259e-01,0.000000000000000000e+00,8.796053479840127975e-01,8.220706914434900980e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.972021020145473091e-01,9.410360288810285523e-01,9.488411337886624164e-01,0.000000000000000000e+00,8.120859276572697238e-01,9.614997135382722382e-01
8.418678520000000276e-01,7.937005259840997917e-01,9.564655913861945802e-01,0.000000000000000000e+00,8.927750459244621073e-01,8.928104859624411693e-01,8.179396132225502658e-01,8.735804647362989117e-01,8.994967465400462991e-01,8.748172961944499226e-01,8.408214019479026691e-01,8.972021020145473091e-01,8.955558559271631358e-01,8.990398557300497417e-01,8.493413179404605273e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.196413921270402136e-01,0.000000000000000000e+00,8.039258349169767781e-01,8.444379315077191750e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.972021020145473091e-01,9.304616952764039883e-01,9.488411337886624164e-01,8.381938179332798500e-01,8.120859276572697238e-01,9.085602964160698347e-01
8.418678520000000276e-01,8.220706914434900980e-01,9.564655913861945802e-01,0.000000000000000000e+00,8.927750459244621073e-01,9.499142515929965835e-01,8.179396132225502658e-01,9.085602964160698347e-01,8.994967465400462991e-01,8.369013678189498595e-01,9.564655913861945802e-01,8.972021020145473091e-01,8.421290578680935557e-01,8.990398557300497417e-01,8.493413179404605273e-01,0.000000000000000000e+00,8.549879733383485281e-01,0.000000000000000000e+00,9.196413921270402136e-01,0.000000000000000000e+00,8.039258349169767781e-01,8.456166285373799552e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.410360288810285523e-01,8.972021020145474202e-01,9.265997872940587854e-01,8.639317763476331846e-01,9.250831838185912259e-01,9.564655913861945802e-01
