ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
0.6016822095641043	248.094	14.494	114.248	74.094	0.9683442844965844	0	0	497	21	494	323	181	4	12	7	0	0	0	500	0	214428	-42785.6	
