5.983749699592589621e+01,6.087410736083984375e+01,7.509575629234313965e+01,6.112588024139404297e+01
6.758216881752014160e+01,6.653505802154541016e+01,8.964377355575562945e+01,6.644264316558837891e+01
7.446034979820251465e+01,7.699542570114135742e+01,1.139652554988861226e+02,7.473183083534240723e+01
8.445405602455139160e+01,8.589237332344053755e+01,1.660908226966858194e+02,8.327836346626280317e+01
1.053523769378662109e+02,1.040857594013214111e+02,2.338370153903960897e+02,1.008401906490325928e+02
1.367326717376708984e+02,1.338574538230895996e+02,2.942202754020691486e+02,1.214127051830291606e+02
1.639473874568938925e+02,1.613743867874145792e+02,3.476372060775756836e+02,1.556570367813110352e+02
1.949195640087127970e+02,1.880452461242675781e+02,3.960912814140319824e+02,1.865867271423339844e+02
2.240718989372253134e+02,2.124627840518951416e+02,4.354073412418365479e+02,2.054941563606262491e+02
2.543638815879821493e+02,2.365704760551452637e+02,4.880513672828673748e+02,2.264855723381042480e+02
2.882155935764313313e+02,2.580851676464080811e+02,5.476960985660552979e+02,2.486849753856658936e+02
3.222083201408386230e+02,2.877724556922912598e+02,5.991881711483002846e+02,2.730345940589905354e+02
3.616851716041564941e+02,3.155063097476958660e+02,6.493372731208801270e+02,3.054430453777313232e+02
4.038867847919464111e+02,3.431709661483765217e+02,6.883666868209838867e+02,3.364173827171325684e+02
4.429462656974792480e+02,3.709224522113800049e+02,7.499300148487091064e+02,3.608903493881225586e+02
4.886523964405059814e+02,4.035225756168365479e+02,8.013326914310455322e+02,3.856271209716796875e+02
5.348462526798248291e+02,4.348238868713378906e+02,8.791804046630859375e+02,4.118601074218750000e+02
5.920804173946381752e+02,4.623332133293151855e+02,9.385104370117187500e+02,4.340498211383820149e+02
6.320796403884887695e+02,4.993937959671020508e+02,1.042190363168716431e+03,4.538292131423950195e+02
6.794902746677398682e+02,5.548941452503203209e+02,1.102773908615112305e+03,4.855368890762329102e+02
7.220940675735473633e+02,5.968833148479462807e+02,1.152430804491042863e+03,5.131626477241516113e+02
7.512028915882110596e+02,6.416607787609099205e+02,1.208255427360534895e+03,5.541094646453856285e+02
7.863075141906737144e+02,7.085997536182403564e+02,1.249981759309768677e+03,5.795936038494110107e+02
8.386304259300231934e+02,7.731201567649841309e+02,1.285582721233368147e+03,6.076389951705932617e+02
8.797416043281555176e+02,8.521777894496917725e+02,1.321402380466461182e+03,6.302620720863342285e+02
9.195421061515808105e+02,9.199460315704345703e+02,1.354253991603851318e+03,6.588972411155701820e+02
9.486528079509736244e+02,1.003512614250183219e+03,1.383668914794921875e+03,6.790274307727813721e+02
9.945325908660887535e+02,1.061958976745605696e+03,1.399650972366333008e+03,7.148143539428710938e+02
1.050203214406967390e+03,1.096678489208221436e+03,1.421177136898040771e+03,7.424591977596282959e+02
1.087220862388610612e+03,1.127499330997467041e+03,1.436983921051025391e+03,7.725756266117095947e+02
1.122908894538879395e+03,1.159016741752624512e+03,1.457291081905364990e+03,7.992801306247711182e+02
1.156535181999206543e+03,1.190758820772171021e+03,1.479005340814590454e+03,8.379268994331359863e+02
1.211239370822906494e+03,1.223238458633422624e+03,1.495980308771133423e+03,8.740823681354522705e+02
1.251121234178542863e+03,1.250400426387786638e+03,1.518564688682556152e+03,9.062636382579803467e+02
1.294111073017120589e+03,1.279252979516983032e+03,1.542555739164352417e+03,9.342739517688752358e+02
1.335819967746734392e+03,1.309448970079421997e+03,1.566397938489913940e+03,9.617568612098693848e+02
1.368702820777893066e+03,1.338160934686660767e+03,1.587127414226531982e+03,1.006433798789978027e+03
1.397213167190551758e+03,1.362577040433883440e+03,1.610839942216873169e+03,1.044936604738235701e+03
1.423566315412521362e+03,1.384259417057037354e+03,1.640715842008590698e+03,1.078048922538757324e+03
1.458710319042205811e+03,1.397773305654525757e+03,1.678395823717117310e+03,1.096834703683853377e+03
1.491029510736465454e+03,1.415862780332565308e+03,1.712193413496017456e+03,1.117767255306244124e+03
1.539539946317672729e+03,1.431743844270706177e+03,1.748547534227371216e+03,1.141187201976775896e+03
1.572442513942718506e+03,1.458176851749420166e+03,1.774740318298339844e+03,1.162594019651412964e+03
1.612010659456253052e+03,1.476589558362960815e+03,1.802439858436584473e+03,1.191024388790130388e+03
1.664117300987243652e+03,1.498672316789627075e+03,1.828136911869049072e+03,1.218282352209091187e+03
1.713645316123962402e+03,1.533315738677978516e+03,1.859870830774307478e+03,1.242905686378479004e+03
1.763183367967605591e+03,1.562973762273788452e+03,1.885833445072174072e+03,1.262881850481033325e+03
1.802017202854156494e+03,1.582719096422195435e+03,1.920309671878814697e+03,1.292906004190444946e+03
1.833087985277175903e+03,1.611258609056472778e+03,1.972422356843948364e+03,1.319368500471114885e+03
1.877600136518478394e+03,1.640094738006591797e+03,2.012803437948226929e+03,1.343956439733505249e+03
1.924307847261428833e+03,1.669338359355926514e+03,2.061776239871978760e+03,1.365295146703719865e+03
