# alignment_mean,alignment_std,ave_fitness_mean,ave_fitness_std,ave_genome_length_mean,ave_genome_length_std,ave_tree_depth_mean,ave_tree_depth_std,ave_tree_nodes_mean,ave_tree_nodes_std,ave_used_codons_mean,ave_used_codons_std,best_fitness_mean,best_fitness_std,complexity_mean,complexity_std,generalization_mean,generalization_std,invalids_mean,invalids_std,max_genome_length_mean,max_genome_length_std,max_tree_depth_mean,max_tree_depth_std,max_tree_nodes_mean,max_tree_nodes_std,max_used_codons_mean,max_used_codons_std,min_genome_length_mean,min_genome_length_std,min_tree_depth_mean,min_tree_depth_std,min_tree_nodes_mean,min_tree_nodes_std,min_used_codons_mean,min_used_codons_std,precision_mean,precision_std,regens_mean,regens_std,runtime_error_mean,runtime_error_std,simplicity_mean,simplicity_std,time_taken_mean,time_taken_std,total_time_mean,total_time_std,unique_inds_mean,unique_inds_std,unused_search_mean,unused_search_std
5.827579629356760549e-01,1.410819400702366111e-01,5.064152141634443473e-03,1.242030858868699338e-03,2.954110000000000014e+02,6.732376474915814590e+00,8.500000000000000000e+00,0.000000000000000000e+00,2.980054999999999836e+02,6.793381834550455523e+00,1.971034999999999968e+02,4.482468823092903953e+00,4.633260708197584621e-01,9.806991275956031262e-02,7.341127706510327533e-01,1.064365509358425471e-01,6.012711592602342225e-01,2.338857971772815847e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.659750000000000000e+03,7.235459556932096348e+01,1.300000000000000000e+01,0.000000000000000000e+00,1.677750000000000000e+03,6.225501987791827929e+01,1.106750000000000000e+03,4.809560790758341398e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.743055555555555802e-01,7.373875201942810265e-02,6.423331022262573242e+01,6.289997486017710138e+00,6.423331022262573242e+01,6.289997486017710138e+00,4.475000000000000000e+02,2.500000000000000000e+00,1.049999999999999645e+01,5.000000000000027756e-01
6.860015869139338696e-01,7.317759336111621937e-02,2.605765923200373604e-02,2.988611138462219079e-03,1.359095000000000084e+02,8.785214325786249390e+00,9.548999999999999488e+00,3.017366401350686789e-01,1.484729999999999848e+02,9.329081466039408355e+00,9.740850000000000364e+01,6.151314229496004593e+00,5.272259321699107604e-01,6.869212988521693208e-02,7.906620043944072584e-01,6.104709994778223514e-02,6.766197371549449446e-01,2.378150637382266119e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.935000000000000000e+02,5.590169943749474513e+00,2.000000000000000000e+01,0.000000000000000000e+00,7.200000000000000000e+02,2.474873734152916427e+01,4.730000000000000000e+02,1.214495780149111859e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.971813725490195512e-01,7.822765746673972231e-02,8.317600667476654053e+00,3.715143161485880086e+00,7.255091089010238647e+01,9.878711609076308520e+00,8.407500000000000000e+02,4.815340071064555971e+00,1.592500000000000426e+01,4.815340071064531102e-01
7.190286232826528234e-01,6.284721367099718736e-02,7.410447474331371964e-02,7.915486934375465244e-03,1.008940000000000055e+02,9.769263329443015564e+00,9.928499999999999659e+00,3.742041555087283755e-01,1.133534999999999968e+02,1.128756628994931255e+01,7.412500000000000000e+01,7.314516593733315197e+00,5.611801846802246807e-01,4.992645069101467326e-02,8.162202866612184859e-01,3.777107955635854858e-02,7.909063493909953557e-01,1.489993082219634724e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.892500000000000000e+02,6.495190528383290030e+00,2.025000000000000000e+01,4.330127018922192983e-01,7.075000000000000000e+02,4.185988533190219130e+01,4.590000000000000000e+02,2.269361143582043283e+01,1.100000000000000000e+01,1.732050807568877193e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.224206349206348854e-01,5.287800782236679736e-02,1.248730456829071045e+01,6.950587748614588612e+00,8.503821545839309692e+01,1.673000985136392060e+01,1.247250000000000000e+03,1.047318003282670595e+01,1.684999999999999787e+01,6.982120021884538064e-01
7.755934131178572333e-01,4.925211539519354365e-02,1.496120687143467631e-01,1.819690976814762259e-02,1.085649999999999977e+02,8.828479087589204966e+00,1.079100000000000037e+01,3.472103109068044313e-01,1.219500000000000028e+02,9.746100143134171390e+00,7.965449999999999875e+01,6.007121336380684795e+00,6.542683050175206461e-01,1.095187142222431020e-01,8.173185523151568210e-01,8.609946309725564906e-02,8.231341476016542646e-01,9.516377085663055291e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.770000000000000000e+02,1.924837655492015642e+01,2.025000000000000000e+01,4.330127018922192983e-01,6.972500000000000000e+02,2.211758350272470608e+01,4.517500000000000000e+02,1.786581932070287237e+01,1.550000000000000000e+01,8.660254037844385966e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,2.022359867003671596e-01,3.502830040838597059e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.041666666666665630e-01,2.916666666666661856e-02,1.989068841934204102e+01,1.861847116209348485e+01,1.049289038777351379e+02,3.532398301395357976e+01,1.660250000000000000e+03,1.087140745257944907e+01,1.698750000000000071e+01,5.435703726289742299e-01
8.061417311557629306e-01,4.483300175792223619e-02,2.288969633128599690e-01,2.274812818874086609e-02,1.168780000000000001e+02,1.074820552464457002e+01,1.123799999999999955e+01,3.334486467209011318e-01,1.276979999999999933e+02,1.404725119017951585e+01,8.341899999999999693e+01,9.058002263192475922e+00,7.202044303130501479e-01,1.212119464976834510e-01,8.616815974906260056e-01,1.021552764542721509e-01,7.973064410443568839e-01,6.137954960733171123e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.930000000000000000e+02,9.354143466934853990e+00,2.025000000000000000e+01,4.330127018922192983e-01,6.685000000000000000e+02,8.707611612836208792e+01,4.347500000000000000e+02,5.635767472137224132e+01,3.200000000000000000e+01,1.224744871391588941e+00,4.750000000000000000e+00,8.291561975888499525e-01,1.700000000000000000e+01,6.557438524302000360e+00,1.100000000000000000e+01,5.338539126015655611e+00,4.250893717520072834e-01,4.260881695213637466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.895833333333332815e-01,2.525907427704608341e-02,3.109993171691894531e+01,2.119481364200590434e+01,1.360288355946540833e+02,5.649355273055474669e+01,2.065000000000000000e+03,1.226784414638529697e+01,1.740000000000000213e+01,4.907137658554068804e-01
8.382174722762113506e-01,4.534877237511389381e-02,2.493282618769957493e-01,2.964515908891218743e-02,1.160959999999999894e+02,1.179070625535213246e+01,1.091600000000000037e+01,5.138384960276922708e-01,1.275599999999999881e+02,1.398545029664758310e+01,8.346399999999999864e+01,9.204384933280440606e+00,7.352191773276568476e-01,1.346659553761020145e-01,8.743799344218977643e-01,5.960385021610844353e-02,7.991533212925414631e-01,8.561440759769095576e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.887500000000000000e+02,5.068283733178323480e+00,2.000000000000000000e+01,0.000000000000000000e+00,6.957500000000000000e+02,6.869315832017043100e+00,4.552500000000000000e+02,8.042853971072705832e+00,2.900000000000000000e+01,4.301162633521313339e+00,4.250000000000000000e+00,4.330127018922192983e-01,1.250000000000000000e+01,8.660254037844385966e-01,7.500000000000000000e+00,8.660254037844385966e-01,4.437769978169721075e-01,4.439520353729124458e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.421762125902992890e-01,7.216300823398436037e-02,3.552694094181060791e+01,1.493141824830281905e+01,1.715557765364646912e+02,7.105406225180787771e+01,2.468500000000000000e+03,2.390083680543423839e+01,1.771666666666666501e+01,7.966945601811434852e-01
8.520683072090535770e-01,2.164865682598146601e-02,2.675550796903961581e-01,3.158976345040721834e-02,1.118409999999999940e+02,1.083093961759550794e+01,1.069200000000000017e+01,4.120849426999242948e-01,1.227965000000000089e+02,1.029156940169963264e+01,8.034649999999999181e+01,6.652414805918223983e+00,7.980991256690499469e-01,1.066832991410108789e-01,9.221568724448561127e-01,3.234536081981010530e-02,7.769432727826369733e-01,8.956345740324239690e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.610000000000000000e+02,7.681145747868607820e+00,2.000000000000000000e+01,0.000000000000000000e+00,6.577500000000000000e+02,9.202581159652980958e+00,4.307500000000000000e+02,3.897114317029974018e+00,3.450000000000000000e+01,8.529361054615989701e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,6.649746553757198697e-01,3.843475365370643826e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.696271929824560543e-01,8.027716240108512258e-02,3.559822773933410645e+01,1.066454181060132811e+01,2.071540042757987976e+02,8.116349666556627085e+01,2.864250000000000000e+03,3.871288545174591178e+01,1.816428571428571104e+01,1.106082441478456468e+00
8.510471765337568328e-01,2.897265961774850990e-02,2.786414098650338289e-01,3.179510698146665454e-02,1.085584999999999951e+02,1.180893131278186203e+01,1.061749999999999972e+01,4.784942528390491723e-01,1.220979999999999848e+02,1.013142092699735919e+01,7.989549999999999841e+01,6.492433345826506219e+00,8.094820155157759212e-01,1.085034851949485402e-01,9.049272301094080095e-01,4.314416029493804011e-02,8.483591265489323074e-01,3.865165681931578834e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+02,1.790251378996815745e+01,2.000000000000000000e+01,0.000000000000000000e+00,6.785000000000000000e+02,4.153010955921016745e+01,4.440000000000000000e+02,2.510975905897943861e+01,2.575000000000000000e+01,1.077903056865504894e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,6.617831446893153169e-01,3.834288282662912106e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.997420020639834704e-01,7.125727380141567979e-02,3.425670039653778076e+01,8.381043079927000150e+00,2.414107046723365784e+02,8.936029271942358321e+01,3.256000000000000000e+03,4.906628170138837675e+01,1.860000000000000497e+01,1.226657042534708530e+00
8.695778505947060477e-01,1.354732364406359760e-02,3.076906368587888907e-01,3.292108224764771912e-02,1.025310000000000059e+02,1.145400493277351117e+01,1.042450000000000010e+01,1.355313616842976354e-01,1.154015000000000128e+02,1.037945560952018553e+01,7.558100000000000307e+01,6.661228190056251108e+00,8.171097553097409483e-01,1.078435888447681901e-01,9.166522895222180001e-01,2.285989101017300157e-02,8.337919904252145686e-01,1.139436171460816855e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+02,2.848683906648822983e+01,2.025000000000000000e+01,4.330127018922192983e-01,5.842500000000000000e+02,6.169835897331467578e+01,3.827500000000000000e+02,3.563968995375801541e+01,2.625000000000000000e+01,7.084313657652376861e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,6.696789915037892893e-01,3.873647514013362492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.854166666666666297e-01,7.879726192993206924e-02,2.794834047555923462e+01,7.497987878564711828e+00,2.693590451478958130e+02,9.609743856383771288e+01,3.644000000000000000e+03,5.575392362874562480e+01,1.902222222222222214e+01,1.238976080638794830e+00
8.672987451233042933e-01,1.692161855785669425e-02,3.204293770971952116e-01,3.434694238687689000e-02,9.905400000000000205e+01,1.295094699240175906e+01,1.035800000000000054e+01,1.635542723379619090e-01,1.115225000000000080e+02,1.195050537634287302e+01,7.315399999999999636e+01,7.766319334150502129e+00,8.683157671504222463e-01,3.423844455058218383e-02,9.279497307853797894e-01,2.034289966589645365e-02,7.751173040743737364e-01,1.830311332428755655e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.730000000000000000e+02,3.126499640172696459e+01,2.025000000000000000e+01,4.330127018922192983e-01,6.812500000000000000e+02,4.909366048686938200e+01,4.442500000000000000e+02,3.066247706888665547e+01,2.800000000000000000e+01,8.215838362577491338e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,9.110129720697142108e-01,3.656965601370566060e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.801879084967318967e-01,3.917027855195508862e-02,3.200877916812896729e+01,1.237507852348211124e+01,3.013678243160247803e+02,1.082429718845068578e+02,4.037750000000000000e+03,7.080739721243818963e+01,1.924500000000000099e+01,1.416147944248765000e+00
8.550466847045530283e-01,2.285487951782086413e-02,3.368510733225044684e-01,3.907707862220552442e-02,1.043485000000000014e+02,1.198662983285960593e+01,1.091499999999999915e+01,4.138465899340000309e-01,1.196055000000000064e+02,1.025314852862279835e+01,7.840649999999999409e+01,6.837992450273696399e+00,8.702952366059300005e-01,3.554847068441932545e-02,9.195491830299555858e-01,3.593021810734017829e-02,8.207839692711802471e-01,1.708541669450351630e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.760000000000000000e+02,7.681145747868607820e+00,2.025000000000000000e+01,4.330127018922192983e-01,6.930000000000000000e+02,1.537855649922969903e+01,4.532500000000000000e+02,4.322904116447645606e+00,3.025000000000000000e+01,8.842369591913696425e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,9.214799061047127537e-01,2.388570578169618708e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.784313725490195957e-01,5.490196078431369697e-02,3.430263447761535645e+01,1.543085298928981963e+01,3.356704587936401367e+02,1.232809675900999906e+02,4.435250000000000000e+03,8.811178979001618927e+01,1.935909090909090935e+01,1.602032541636659646e+00
8.949156088525827002e-01,3.872836305705845694e-02,3.420908684547989687e-01,4.986619521552836803e-02,1.039645000000000152e+02,1.043212839021836302e+01,1.087800000000000189e+01,4.279836445473119699e-01,1.191250000000000000e+02,9.269916989919595451e+00,7.809600000000000364e+01,6.305763871253028618e+00,8.821766357761777755e-01,2.536701357997774020e-02,9.254507399322488004e-01,1.941326389608478628e-02,8.323685861904888128e-01,1.218119432853317918e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.285000000000000000e+02,4.488039661143827175e+01,2.025000000000000000e+01,4.330127018922192983e-01,6.137500000000000000e+02,6.135297466301042846e+01,4.022500000000000000e+02,4.079445427996310514e+01,2.975000000000000000e+01,4.380353866983807798e+00,4.500000000000000000e+00,8.660254037844385966e-01,1.500000000000000000e+01,5.196152422706632024e+00,8.750000000000000000e+00,3.031088913245535199e+00,8.872743656378343502e-01,6.415733457084499269e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.708333333333333481e-01,4.732423621500222999e-02,3.488042646646499634e+01,1.018088155838441367e+01,3.705508852601051331e+02,1.332044552107444702e+02,4.829500000000000000e+03,1.084377701725740906e+02,1.950833333333333286e+01,1.807296169542900177e+00
