5.449462652206420898e+01,5.525333213806152344e+01,5.983749699592589621e+01,6.087410736083984375e+01,7.509575629234313965e+01,6.112588024139404297e+01,6.070947337150574441e+01,4.700314593315125222e+01,4.470812153816222434e+01,4.624440717697143555e+01,4.729483938217163086e+01,4.916301608085632324e+01,4.777746272087097168e+01,4.911503124237060547e+01,5.047547173500061035e+01,5.569646406173706055e+01,5.373071551322937012e+01,5.476215076446533203e+01,5.572143197059631348e+01,5.718998813629150391e+01,5.731519794464111328e+01,6.124772405624389648e+01,4.729169225692749023e+01,5.453086447715759277e+01,5.351643252372742410e+01,5.252080178260803223e+01,5.665840244293212891e+01,5.608166027069091797e+01,5.600449991226196289e+01,5.401759433746337891e+01,5.137394762039185281e+01,6.311916685104370117e+01,6.523666048049928179e+01,6.258880376815795898e+01,7.957344412803649902e+01
5.826050162315368652e+01,6.052805900573729758e+01,6.758216881752014160e+01,6.653505802154541016e+01,8.964377355575562945e+01,6.644264316558837891e+01,6.495526528358460894e+01,5.065963578224182129e+01,4.851475834846496582e+01,5.111265063285828347e+01,5.085685801506042480e+01,5.436605548858642578e+01,5.256094551086425781e+01,5.244521212577820535e+01,5.530993270874024148e+01,6.705377149581909180e+01,5.801412105560302734e+01,6.464279723167420855e+01,6.766350722312927246e+01,6.362210202217102051e+01,6.561772441864013672e+01,6.823063516616821289e+01,5.191305208206177468e+01,5.908044385910034180e+01,6.142675209045410156e+01,5.550200676918029785e+01,6.158301424980164285e+01,6.434881901741027832e+01,6.564579105377197266e+01,5.706707692146300559e+01,5.745772671699523926e+01,7.003010439872743120e+01,7.323457574844358930e+01,7.047846031188966265e+01,9.748221421241760254e+01
6.287018156051635742e+01,6.844320154190063477e+01,7.446034979820251465e+01,7.699542570114135742e+01,1.139652554988861226e+02,7.473183083534240723e+01,6.796571898460388184e+01,5.408184599876403809e+01,5.257624483108521218e+01,5.896002531051635742e+01,7.583627390861511230e+01,5.736780595779418945e+01,5.599910593032836914e+01,5.716579818725585938e+01,6.198230695724486594e+01,8.792980146408081055e+01,9.473658990859983930e+01,7.903706169128419390e+01,8.583073329925537109e+01,8.062223196029661665e+01,7.122955489158628950e+01,7.904617762565612793e+01,6.623646450042724609e+01,6.653647422790527344e+01,7.542771315574644575e+01,6.061419486999511719e+01,6.689587616920471191e+01,8.366265177726745605e+01,8.039680123329162598e+01,6.483323049545288086e+01,6.495824217796325684e+01,7.736413860321044922e+01,7.960851478576658735e+01,7.681392455101011763e+01,1.203425469398498393e+02
7.027692127227783203e+01,7.500510168075562945e+01,8.445405602455139160e+01,8.589237332344053755e+01,1.660908226966858194e+02,8.327836346626280317e+01,7.515179228782655230e+01,6.122295093536376953e+01,7.104511022567747602e+01,8.114864468574522505e+01,9.265287923812866211e+01,6.854821896553039551e+01,8.355827450752256880e+01,7.038006830215455523e+01,7.856679558753967285e+01,2.295655913352966309e+02,1.600875108242034912e+02,1.130872659683227681e+02,1.178639330863952637e+02,1.159040524959564209e+02,8.661560201644897461e+01,9.918550801277159223e+01,1.003989148139953613e+02,8.910052585601806641e+01,9.821052503585815430e+01,6.948980307579039106e+01,8.413143205642700195e+01,1.252123732566833638e+02,1.099925837516784810e+02,9.330393505096435547e+01,7.799038481712339888e+01,9.194267320632935991e+01,9.220927476882935991e+01,8.845895409584045410e+01,1.739169311523437500e+02
7.960566234588623047e+01,8.041026878356935015e+01,1.053523769378662109e+02,1.040857594013214111e+02,2.338370153903960897e+02,1.008401906490325928e+02,8.220253610610963335e+01,6.987967181205750933e+01,1.107537269592285156e+02,1.176607410907745503e+02,1.196129217147827148e+02,9.114767837524414062e+01,1.398120324611663818e+02,9.847329330444335938e+01,1.033222765922546387e+02,3.721997447013854980e+02,2.158273015022277548e+02,1.407618479728698730e+02,1.372439723014831543e+02,1.654475779533386230e+02,1.063732018470764160e+02,1.640028660297393799e+02,1.506984124183654501e+02,1.220090341567993164e+02,1.289157600402832031e+02,9.542908382415771484e+01,1.126177651882171631e+02,2.392045807838439941e+02,1.452762572765350342e+02,1.789816973209381104e+02,1.120239748954772949e+02,1.160913686752319194e+02,1.173714065551757812e+02,1.098623123168945170e+02,2.201272878646850302e+02
9.020021605491638184e+01,8.713303065299987793e+01,1.367326717376708984e+02,1.338574538230895996e+02,2.942202754020691486e+02,1.214127051830291606e+02,8.756986236572265625e+01,7.942718505859375000e+01,1.984526152610778809e+02,1.502933630943298624e+02,1.493354587554931641e+02,1.061519923210144043e+02,1.640176434516907022e+02,1.360276045799255655e+02,1.292274258136749268e+02,4.602188766002655029e+02,2.766666750907897949e+02,1.556632642745971395e+02,1.569656436443328573e+02,2.073181200027465536e+02,1.363842329978943155e+02,2.738473401069641113e+02,2.436191542148590088e+02,1.544800162315368937e+02,1.892324054241180420e+02,1.244466998577117920e+02,1.404634263515472412e+02,2.980680012702941895e+02,1.829350934028625488e+02,2.325635032653808594e+02,1.597303771972656250e+02,1.501735558509826944e+02,1.493428490161896036e+02,1.388768312931060791e+02,2.566580762863159180e+02
1.046385600566864014e+02,9.585033440589904785e+01,1.639473874568938925e+02,1.613743867874145792e+02,3.476372060775756836e+02,1.556570367813110352e+02,9.229945492744445801e+01,8.705269670486450195e+01,2.674833905696868896e+02,1.844358975887298584e+02,1.860080499649048136e+02,1.347525231838226318e+02,1.955736074447631836e+02,1.732283999919891357e+02,1.631349015235900879e+02,5.377730481624603271e+02,3.176056401729583740e+02,2.078004763126373291e+02,1.842548358440399170e+02,2.455489408969879150e+02,1.729535107612609863e+02,3.556285319328308105e+02,3.602394220829010010e+02,1.875291612148284912e+02,2.642063059806824299e+02,1.642619359493255615e+02,1.602616612911224365e+02,3.416190550327301594e+02,2.073742742538451864e+02,2.686441078186035156e+02,1.841539304256439209e+02,1.898276641368865967e+02,1.883350226879119873e+02,1.701517834663390829e+02,2.932504262924194336e+02
1.242023448944091797e+02,1.048807921409607076e+02,1.949195640087127970e+02,1.880452461242675781e+02,3.960912814140319824e+02,1.865867271423339844e+02,9.601506495475769043e+01,9.506885719299316406e+01,3.785938286781311035e+02,2.117249181270599649e+02,2.269893903732300089e+02,1.475565173625945761e+02,2.146549148559570312e+02,2.309624366760253906e+02,1.961642301082611084e+02,5.967287390232086182e+02,3.644428789615631104e+02,2.769354515075684162e+02,2.231264998912811564e+02,2.823498108386992840e+02,2.216759679317474365e+02,4.250192170143128010e+02,4.815090038776397705e+02,2.152341892719268799e+02,3.514947438240051270e+02,2.280788197517395020e+02,1.814506185054779053e+02,3.575732765197753906e+02,2.303289766311645224e+02,3.154922349452972412e+02,2.305477430820465088e+02,2.233287570476531982e+02,2.165733132362365723e+02,2.120014111995697021e+02,3.278235323429108234e+02
1.473132467269897461e+02,1.159727625846862793e+02,2.240718989372253134e+02,2.124627840518951416e+02,4.354073412418365479e+02,2.054941563606262491e+02,1.007461543083190776e+02,1.053976733684539795e+02,4.519218070507049561e+02,2.434908003807068155e+02,2.661070091724395752e+02,1.689219896793365763e+02,2.394088540077209188e+02,2.861453568935394287e+02,2.254495952129364014e+02,6.528994550704956055e+02,4.663697872161865234e+02,3.296521701812743572e+02,2.627971522808074951e+02,3.131639914512633709e+02,2.481169149875640869e+02,4.649713389873504639e+02,6.465479531288148110e+02,2.481114501953125000e+02,4.457237801551818848e+02,2.877235462665558430e+02,2.125933876037597656e+02,4.170968048572540283e+02,2.492521495819091797e+02,3.318527641296386719e+02,2.839576623439788818e+02,2.542967605590820312e+02,2.429088606834411905e+02,2.376395621299743937e+02,3.601414151191711994e+02
1.713617095947265625e+02,1.222857320308685161e+02,2.543638815879821493e+02,2.365704760551452637e+02,4.880513672828673748e+02,2.264855723381042480e+02,1.056986904144287109e+02,1.168203978538513184e+02,5.433709285259246826e+02,2.670836732387543293e+02,2.991833882331848145e+02,1.858814756870269775e+02,2.745280961990355877e+02,3.554713149070739746e+02,2.518267233371734335e+02,6.944110546112060547e+02,5.566308567523956299e+02,4.042171638011932373e+02,2.951387863159180256e+02,3.450105390548706055e+02,2.719042692184448242e+02,4.931829586029053303e+02,7.556548678874969482e+02,2.724568696022033691e+02,5.133633456230163574e+02,3.382125771045684814e+02,2.710974023342133137e+02,4.588985729217528728e+02,2.730506594181060791e+02,3.473069524765014648e+02,3.101793713569641113e+02,2.900231907367706299e+02,2.695339374542236328e+02,2.673115494251250652e+02,4.118446707725524902e+02
