# alignment_mean,alignment_std,ave_fitness_mean,ave_fitness_std,ave_genome_length_mean,ave_genome_length_std,ave_tree_depth_mean,ave_tree_depth_std,ave_tree_nodes_mean,ave_tree_nodes_std,ave_used_codons_mean,ave_used_codons_std,best_fitness_mean,best_fitness_std,complexity_mean,complexity_std,generalization_mean,generalization_std,invalids_mean,invalids_std,max_genome_length_mean,max_genome_length_std,max_tree_depth_mean,max_tree_depth_std,max_tree_nodes_mean,max_tree_nodes_std,max_used_codons_mean,max_used_codons_std,min_genome_length_mean,min_genome_length_std,min_tree_depth_mean,min_tree_depth_std,min_tree_nodes_mean,min_tree_nodes_std,min_used_codons_mean,min_used_codons_std,precision_mean,precision_std,regens_mean,regens_std,runtime_error_mean,runtime_error_std,simplicity_mean,simplicity_std,time_taken_mean,time_taken_std,total_time_mean,total_time_std,unique_inds_mean,unique_inds_std,unused_search_mean,unused_search_std,metrics_average_mean,metrics_average_std
4.130820855866488839e-01,2.602547476882901001e-01,5.113611087087967591e-03,1.343532547479065918e-03,2.983133714285713722e+02,5.934207426129168184e+00,8.500000000000000000e+00,0.000000000000000000e+00,3.010173714285714368e+02,5.987488417337862856e+00,1.990401714285713410e+02,3.954215150485179020e+00,3.560794949470462156e-01,1.773031784017125023e-01,5.472990403313012786e-01,3.387902221778544276e-01,3.866863823311402770e-01,2.901931786303476590e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.709685714285714312e+03,1.422552577845435735e+02,1.300000000000000000e+01,0.000000000000000000e+00,1.725742857142857247e+03,1.437092984082087526e+02,1.139971428571428532e+03,9.478622133570912922e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.873471142843103010e-01,3.504663157794633555e-01,5.592428034373691759e+01,7.407674568865227016e+00,5.592428034373691759e+01,7.407674568865227016e+00,1.022857142857142918e+02,1.879146571381459978e+02,2.399999999999999023e+00,4.415556913588913446e+00,3.282952298702556670e-01,2.030247195620987488e-01
6.501565039305898797e-01,8.518511516944549111e-02,2.601202626354799999e-02,6.117079976504744346e-03,1.355984571428571712e+02,9.499235061964148130e+00,9.530628571428572116e+00,2.587834269052335379e-01,1.487063428571428290e+02,9.598767212342151467e+00,9.758834285714283396e+01,6.364297765965821085e+00,5.296804692664488501e-01,5.397305585868825833e-02,8.084765484444320638e-01,1.210880947249652756e-01,6.821651619256219323e-01,1.747170511186259823e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.951428571428571672e+02,5.467529382730411669e+00,2.000000000000000000e+01,0.000000000000000000e+00,7.162285714285713993e+02,2.911954249472406886e+01,4.699142857142857110e+02,1.755053345314027524e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.560956312349502495e-01,6.901258878312342693e-02,6.643382917131696708e+00,3.306467123605755898e+00,6.256766326086862051e+01,1.008421779329749413e+01,1.921714285714285779e+02,3.530489634770862608e+02,3.640000000000001013e+00,6.691068673986242388e+00,5.173608511103665597e-01,4.975789082836908767e-02
7.104081128667344425e-01,5.729607230551764241e-02,7.573596206376814743e-02,1.832730995711520303e-02,1.030625714285714452e+02,9.004538532748643576e+00,9.999771428571426313e+00,3.752462875586257129e-01,1.163228000000000293e+02,9.894948785834403182e+00,7.590617142857144017e+01,6.368158852495142241e+00,5.758271368506538979e-01,5.102421147475684482e-02,8.440117137908946798e-01,9.451709800293671415e-02,7.474271346726230059e-01,1.355746261936502661e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.863714285714285666e+02,1.871910515914646211e+01,2.014285714285714235e+01,3.499271061118824910e-01,7.058857142857142435e+02,4.028241121210626829e+01,4.607142857142857224e+02,2.528192061936912083e+01,1.119999999999999929e+01,2.121993671728815922e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,2.250791905652383545e-02,1.312425932716622667e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.673885007855164364e-01,6.845829470060754707e-02,1.101874517713274315e+01,7.739370481564639803e+00,7.358640843800135656e+01,1.475350846697818064e+01,2.844571428571428555e+02,5.225954099004118234e+02,3.893333333333333091e+00,7.157142286854836222e+00,5.626829906297655670e-01,4.935798603419045555e-02
7.546561711816146545e-01,5.014540445046729300e-02,1.609142667917277392e-01,3.446199933064630905e-02,1.103765142857142791e+02,1.285037080370263141e+01,1.122817142857143224e+01,7.175122691121947893e-01,1.257566285714285641e+02,1.493351610512543459e+01,8.164977142857142667e+01,9.440936839365996036e+00,6.182452611944589949e-01,7.649962987042703555e-02,8.381774826206950246e-01,8.419452482918221570e-02,7.621747409555121866e-01,1.292152690583266150e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.758857142857143003e+02,2.628717387251968418e+01,2.022857142857142776e+01,4.199125273342592113e-01,6.887142857142856656e+02,4.843586122968419261e+01,4.489142857142857110e+02,3.064298701271180647e+01,1.708571428571428541e+01,4.224901882691164623e+00,4.142857142857143238e+00,3.499271061118824355e-01,1.262857142857142811e+01,1.708561872882977672e+00,7.599999999999999645e+00,1.624807680927192077e+00,9.515267176623457002e-02,2.651133876293883529e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.841395154553052249e-01,6.067150072481187345e-02,2.538331007276262596e+01,2.449736442071946385e+01,9.896971851076398252e+01,3.469767472350670801e+01,3.786285714285714334e+02,6.956060496621132643e+02,3.925714285714285712e+00,7.217046996309417928e+00,6.069055355837182919e-01,7.644207470516876934e-02
7.719584187133131659e-01,4.479771994404210811e-02,2.418111311205562719e-01,2.925407456953654783e-02,1.212970857142857142e+02,1.230314430744417109e+01,1.242205714285714180e+01,1.268084132919919949e+00,1.395416571428571615e+02,1.489226610779253157e+01,9.025440000000001817e+01,9.085844384692990161e+00,6.515109941617701628e-01,9.081918450607479043e-02,8.448974992705812204e-01,8.604117396670099560e-02,7.645311274052380979e-01,1.494872478538855909e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.717142857142857224e+02,3.661426063206319981e+01,2.051428571428571601e+01,4.997958767010255987e-01,6.719428571428571786e+02,6.048326467811116203e+01,4.385142857142857338e+02,3.968473720899432067e+01,2.328571428571428470e+01,7.890578210105766210e+00,4.257142857142857117e+00,5.525451315946778852e-01,1.325714285714285801e+01,3.383513449848562615e+00,7.942857142857143060e+00,2.517854609927804965e+00,1.948517738347703976e-01,3.584689366455343640e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.765183632568207539e-01,7.356339343513704221e-02,3.781489879063197890e+01,2.868497192611287261e+01,1.367846173013959685e+02,5.881202895927099661e+01,4.717428571428571331e+02,8.666806082604446146e+02,3.987428571428571544e+00,7.331739354285836008e+00,6.398233391481066290e-01,9.261894591579142300e-02
7.999905575514402178e-01,4.868488984869440844e-02,2.795516658247079178e-01,2.686875216559752103e-02,1.209375999999999891e+02,1.286232145943003324e+01,1.250525714285714329e+01,1.542036878248231435e+00,1.386303999999999803e+02,1.536863390378505834e+01,8.955920000000000414e+01,9.272968828959639254e+00,7.083780430122438299e-01,1.052919825831565293e-01,8.514286829388321154e-01,8.167011154460045164e-02,7.507684478671746708e-01,1.669111330649317715e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.661142857142856997e+02,3.434428330768262327e+01,2.042857142857142705e+01,4.948716593053937296e-01,6.692000000000000455e+02,5.355307114042506811e+01,4.355142857142857338e+02,3.572623800000013006e+01,2.628571428571428470e+01,9.623101456009544918e+00,4.171428571428571708e+00,5.598833697790122077e-01,1.382857142857142918e+01,8.395528450263491038e+00,8.257142857142858006e+00,5.426616189238568921e+00,3.922816836217245529e-01,4.294557396985468900e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.577196507893777300e-01,8.310417306133575932e-02,3.897862972531999759e+01,2.489215240458063505e+01,1.757632470267159590e+02,7.634142202228061080e+01,5.643999999999999773e+02,1.036950507153409717e+03,4.043809523809524187e+00,7.441581037969767998e+00,6.991267120132204083e-01,1.094461003798628540e-01
8.213446227983466352e-01,5.396537026872226528e-02,2.966318641321155081e-01,4.018712027607371923e-02,1.183493714285714589e+02,1.468407005292414169e+01,1.251897142857143130e+01,1.881153528870961766e+00,1.360124571428571585e+02,1.766861352203450153e+01,8.781194285714286707e+01,1.064555469921025477e+01,7.608548848714712376e-01,1.068037156793006093e-01,8.742610992327106700e-01,6.577832169139304075e-02,7.786711433890304290e-01,1.317338367734977311e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.663999999999999773e+02,2.641233478076916441e+01,2.042857142857142705e+01,4.948716593053937296e-01,6.743999999999999773e+02,4.369779334082149802e+01,4.397142857142857224e+02,2.911020579852799628e+01,2.971428571428571530e+01,8.673675867890413116e+00,4.485714285714285765e+00,9.372125409632418025e-01,1.457142857142857117e+01,5.117397297654424193e+00,8.685714285714285054e+00,3.275636719535202079e+00,5.612708236310204324e-01,4.083431290602035357e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.837923239471228154e-01,7.301207786499239183e-02,3.893656920705522850e+01,2.215780313150938952e+01,2.146998162337712017e+02,9.221114757405986495e+01,6.548571428571428896e+02,1.203229063641597577e+03,4.146938775510204067e+00,7.641541043600621030e+00,7.587979507239475119e-01,1.091679605320665380e-01
8.390563201235330393e-01,4.803376928434049259e-02,3.146226190937896350e-01,4.686417479346014631e-02,1.162958857142857028e+02,1.332004000802963617e+01,1.259314285714285475e+01,2.186509509866054302e+00,1.340369142857143174e+02,1.742809045743833352e+01,8.648457142857144220e+01,1.044998747855904142e+01,7.739284135710365886e-01,1.092747108602720174e-01,8.732688230276638430e-01,6.922600571713728723e-02,7.911078932125433782e-01,1.293360470535155904e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.609714285714285893e+02,3.640838656470371149e+01,2.031428571428571317e+01,4.642307659791976016e-01,6.602571428571428669e+02,5.913053011631753719e+01,4.306571428571428442e+02,3.765022698253935829e+01,2.594285714285714306e+01,1.063133604597507720e+01,4.314285714285714057e+00,7.079720967636495832e-01,1.422857142857142776e+01,5.611649690144420610e+00,8.542857142857142705e+00,3.698206956604450202e+00,5.680070965017056661e-01,4.130150782466813775e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.914801710157748138e-01,7.326828729683564079e-02,4.113364946501595654e+01,2.625872186002798614e+01,2.558334656987871369e+02,1.085841293304031296e+02,7.444571428571429124e+02,1.367903930270317005e+03,4.245714285714286440e+00,7.827099183775113822e+00,7.718534422157325992e-01,1.118361785697265520e-01
8.521996521975958583e-01,4.799648807990167243e-02,3.273386492515199531e-01,4.838658908812487613e-02,1.171974857142857473e+02,1.494089210067730988e+01,1.276274285714285561e+01,2.417335207476638104e+00,1.348309142857142433e+02,1.873597530401481848e+01,8.693034285714286113e+01,1.124387727214328869e+01,8.092283583184705087e-01,9.574047268085471296e-02,8.832091294230037803e-01,6.237147755242353903e-02,8.108299305421635683e-01,1.162844792240455560e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.725428571428571445e+02,2.852902567776279597e+01,2.022857142857142776e+01,4.199125273342592113e-01,6.768285714285714221e+02,5.863128648684114097e+01,4.413999999999999773e+02,3.725679228581778091e+01,2.851428571428571601e+01,1.000962801812457492e+01,4.314285714285714057e+00,7.472398188926868690e-01,1.462857142857142811e+01,8.346378904430748591e+00,8.714285714285713524e+00,5.422553054849077014e+00,6.720686878693722388e-01,3.694579025852400278e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.906797072896145417e-01,5.843179585258042458e-02,4.085591535568237020e+01,3.016359301651122493e+01,2.966893810544694929e+02,1.304798513150762460e+02,8.325428571428570876e+02,1.529762116761148718e+03,4.356190476190477057e+00,8.029521343190756610e+00,8.068057027951130999e-01,9.904501606656852808e-02
8.645884810619035576e-01,4.524851285857962174e-02,3.472837233964586323e-01,5.948571868806908081e-02,1.177748571428571722e+02,1.831427976376101441e+01,1.269331428571428866e+01,2.482891905724090353e+00,1.338647428571428293e+02,2.066915468081827001e+01,8.621788571428571402e+01,1.239257991765678213e+01,8.312766980299954866e-01,8.613247006310081888e-02,9.029147521300612267e-01,5.224070037356780272e-02,8.260975427527789128e-01,1.204556318614423555e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.775142857142857338e+02,2.354615094850527512e+01,2.031428571428571317e+01,4.642307659791976016e-01,6.787714285714286007e+02,5.578688310463860489e+01,4.420285714285714107e+02,3.612081767329963355e+01,3.228571428571428470e+01,1.229534506242429970e+01,4.457142857142857295e+00,9.053131153002773601e-01,1.465714285714285658e+01,6.907316440424837722e+00,8.800000000000000711e+00,4.559448588214526588e+00,7.274969068349593782e-01,3.349799178093240126e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.835969826527101390e-01,6.076678733337995825e-02,3.869384816714695319e+01,2.437397488115275834e+01,3.353832292216164888e+02,1.486545865399629349e+02,9.222000000000000455e+02,1.694567568943265542e+03,4.413142857142857700e+00,8.138998103111275029e+00,8.278802829153778520e-01,8.974148566163703267e-02
