8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00
9.519999999999999574e+00,9.621999999999999886e+00,9.176000000000000156e+00,9.958000000000000185e+00,9.362000000000000099e+00,9.699999999999999289e+00,9.513999999999999346e+00,9.746000000000000441e+00,9.743999999999999773e+00,9.814000000000000057e+00,9.435999999999999943e+00,9.352000000000000313e+00,9.461999999999999744e+00,9.396000000000000796e+00,9.490000000000000213e+00,9.737999999999999545e+00,9.636000000000001009e+00,9.572000000000000952e+00,9.136000000000001009e+00,9.051999999999999602e+00,9.628000000000000114e+00,9.794000000000000483e+00,9.676000000000000156e+00,9.375999999999999446e+00,9.997999999999999332e+00,9.624000000000000554e+00,9.538000000000000256e+00,9.550000000000000711e+00,8.933999999999999275e+00,9.105999999999999872e+00,9.726000000000000867e+00,9.958000000000000185e+00,9.699999999999999289e+00,9.176000000000000156e+00,9.362000000000000099e+00
9.997999999999999332e+00,1.044599999999999973e+01,9.347999999999998977e+00,1.001399999999999935e+01,1.039200000000000124e+01,9.960000000000000853e+00,1.032599999999999874e+01,1.061800000000000033e+01,9.646000000000000796e+00,1.031799999999999962e+01,9.685999999999999943e+00,9.113999999999998991e+00,1.003399999999999892e+01,1.022000000000000064e+01,1.025400000000000134e+01,1.109200000000000053e+01,9.951999999999999957e+00,9.932000000000000384e+00,9.874000000000000554e+00,1.015600000000000058e+01,9.887999999999999901e+00,9.986000000000000654e+00,9.935999999999999943e+00,9.806000000000000938e+00,9.917999999999999261e+00,9.906000000000000583e+00,9.607999999999998764e+00,1.016200000000000081e+01,9.566000000000000725e+00,9.846000000000000085e+00,1.018200000000000038e+01,9.916000000000000369e+00,9.743999999999999773e+00,9.517999999999998906e+00,1.063000000000000078e+01
1.146199999999999974e+01,1.142599999999999838e+01,1.108200000000000074e+01,1.043400000000000105e+01,1.118999999999999950e+01,1.045800000000000018e+01,1.201999999999999957e+01,1.146000000000000085e+01,1.131799999999999962e+01,1.146799999999999997e+01,1.120599999999999952e+01,1.041000000000000014e+01,1.150200000000000067e+01,1.130599999999999916e+01,1.066400000000000148e+01,1.336599999999999966e+01,1.201999999999999957e+01,1.076599999999999824e+01,1.116799999999999926e+01,1.152599999999999980e+01,1.028999999999999915e+01,1.089799999999999969e+01,1.248200000000000109e+01,1.013400000000000034e+01,1.095800000000000018e+01,1.067599999999999838e+01,1.170199999999999996e+01,1.206200000000000117e+01,1.097000000000000064e+01,1.146199999999999974e+01,1.220400000000000063e+01,1.084599999999999831e+01,1.010999999999999943e+01,1.004800000000000004e+01,1.189200000000000124e+01
1.429800000000000004e+01,1.235999999999999943e+01,1.123200000000000109e+01,1.079199999999999982e+01,1.173200000000000109e+01,1.119599999999999973e+01,1.349200000000000088e+01,1.166799999999999926e+01,1.317200000000000060e+01,1.184799999999999898e+01,1.298200000000000109e+01,1.295599999999999952e+01,1.409599999999999831e+01,1.361599999999999966e+01,1.159599999999999831e+01,1.244400000000000084e+01,1.545199999999999996e+01,1.201599999999999824e+01,1.180799999999999983e+01,1.097200000000000131e+01,1.098000000000000043e+01,1.160599999999999987e+01,1.340799999999999947e+01,1.051999999999999957e+01,1.223599999999999888e+01,1.230199999999999960e+01,1.465200000000000102e+01,1.395599999999999952e+01,1.109599999999999831e+01,1.404599999999999937e+01,1.421599999999999930e+01,1.222400000000000020e+01,1.106200000000000117e+01,1.095800000000000018e+01,1.178200000000000003e+01
1.413799999999999990e+01,1.274400000000000155e+01,1.009799999999999898e+01,1.085999999999999943e+01,1.132200000000000095e+01,1.138400000000000034e+01,1.427599999999999980e+01,1.190599999999999881e+01,1.447400000000000020e+01,1.151200000000000045e+01,1.211999999999999922e+01,1.209400000000000119e+01,1.275400000000000134e+01,1.258400000000000141e+01,1.257799999999999940e+01,1.153999999999999915e+01,1.670799999999999841e+01,1.307799999999999940e+01,1.130799999999999983e+01,1.089400000000000013e+01,1.165200000000000102e+01,1.270400000000000063e+01,1.443799999999999883e+01,1.019599999999999973e+01,1.279599999999999937e+01,1.250200000000000067e+01,1.456000000000000050e+01,1.352799999999999869e+01,1.133799999999999919e+01,1.412599999999999945e+01,1.495199999999999996e+01,1.419200000000000017e+01,1.126200000000000045e+01,1.014000000000000057e+01,1.092599999999999838e+01
1.475000000000000000e+01,1.276400000000000112e+01,9.996000000000000441e+00,1.094400000000000084e+01,1.078599999999999959e+01,1.104199999999999982e+01,1.466400000000000148e+01,1.365400000000000169e+01,1.445400000000000063e+01,1.211999999999999922e+01,1.176599999999999824e+01,1.090599999999999881e+01,1.163400000000000034e+01,1.196599999999999930e+01,1.552999999999999936e+01,1.133999999999999986e+01,1.755999999999999872e+01,1.400799999999999912e+01,1.119200000000000017e+01,1.073000000000000043e+01,1.177799999999999869e+01,1.167599999999999838e+01,1.482799999999999940e+01,1.087400000000000055e+01,1.217200000000000060e+01,1.252200000000000024e+01,1.422799999999999976e+01,1.258599999999999852e+01,1.138400000000000034e+01,1.237599999999999945e+01,1.456400000000000006e+01,1.639000000000000057e+01,1.074400000000000155e+01,9.807999999999999829e+00,1.042799999999999905e+01
1.659199999999999875e+01,1.463799999999999990e+01,9.986000000000000654e+00,1.043400000000000105e+01,1.075000000000000000e+01,1.130000000000000071e+01,1.504800000000000004e+01,1.428200000000000003e+01,1.387400000000000055e+01,1.175400000000000134e+01,1.159400000000000119e+01,1.058200000000000074e+01,1.100599999999999845e+01,1.230799999999999983e+01,1.721999999999999886e+01,1.108799999999999919e+01,1.787199999999999989e+01,1.527799999999999869e+01,1.117599999999999838e+01,1.038400000000000034e+01,1.149200000000000088e+01,1.065799999999999947e+01,1.496199999999999974e+01,1.055799999999999983e+01,1.157799999999999940e+01,1.283999999999999986e+01,1.487199999999999989e+01,1.095800000000000018e+01,1.140200000000000102e+01,1.180000000000000071e+01,1.443799999999999883e+01,1.541000000000000014e+01,1.077999999999999936e+01,1.060400000000000098e+01,1.124200000000000088e+01
1.880799999999999983e+01,1.581400000000000006e+01,1.028999999999999915e+01,1.032400000000000162e+01,1.044800000000000040e+01,1.063599999999999923e+01,1.464000000000000057e+01,1.376599999999999824e+01,1.368599999999999994e+01,1.269400000000000084e+01,1.061400000000000077e+01,1.097400000000000020e+01,1.094999999999999929e+01,1.260999999999999943e+01,1.758399999999999963e+01,1.116400000000000148e+01,1.776399999999999935e+01,1.603599999999999781e+01,1.136400000000000077e+01,1.110400000000000098e+01,1.154599999999999937e+01,1.004599999999999937e+01,1.552799999999999869e+01,1.121000000000000085e+01,1.177599999999999980e+01,1.310400000000000098e+01,1.577599999999999980e+01,1.103400000000000070e+01,1.147599999999999909e+01,1.162199999999999989e+01,1.476200000000000045e+01,1.484599999999999831e+01,1.059400000000000119e+01,1.088799999999999990e+01,1.121799999999999997e+01
1.914600000000000080e+01,1.516999999999999993e+01,1.031599999999999895e+01,1.019399999999999906e+01,1.063000000000000078e+01,1.029199999999999982e+01,1.385400000000000098e+01,1.209999999999999964e+01,1.401999999999999957e+01,1.254599999999999937e+01,1.057799999999999940e+01,1.102599999999999980e+01,1.093200000000000038e+01,1.239799999999999969e+01,1.750799999999999912e+01,1.057000000000000028e+01,1.798400000000000176e+01,1.611799999999999855e+01,1.149000000000000021e+01,1.123000000000000043e+01,1.170800000000000018e+01,9.810000000000000497e+00,1.556200000000000117e+01,1.154400000000000048e+01,1.184400000000000119e+01,1.305199999999999960e+01,1.641000000000000014e+01,1.067200000000000060e+01,1.116200000000000081e+01,1.184799999999999898e+01,1.550599999999999845e+01,1.434799999999999898e+01,1.066999999999999993e+01,1.076599999999999824e+01,1.126200000000000045e+01
